X_GENE_ID	CHROM	X_POS	ANC
GwA_30152-RA	chr19	11708790	TRUE
GwA_29899-RA	chr19	7487772	TRUE
GwA_29678-RA	chr19	1549044	FALSE
GwA_30669-RA	chr19	18543223	TRUE
GwA_30271-RA	chr19	13488908	TRUE
GwA_30565-RA	chr19	17349805	TRUE
GwA_30598-RA	chr19	17770721	TRUE
GwA_30581-RA	chr19	17573485	TRUE
GwA_30582-RA	chr19	17588995	TRUE
GwA_30607-RA	chr19	17880780	TRUE
GwA_29998-RA	chr19	9185953	TRUE
GwA_30537-RA	chr19	17142635	TRUE
GwA_19473-RA	chr12	4097199	FALSE
GwA_19378-RA	chr12	3005913	FALSE
GwA_19377-RA	chr12	2999046	FALSE
GwA_19381-RA	chr12	3030755	FALSE
GwA_20736-RA	chr12	16869291	FALSE
GwA_30418-RA	chr19	15727055	TRUE
GwA_19250-RA	chr12	888020	FALSE
GwA_20707-RA	chr12	16385897	FALSE
GwA_19510-RA	chr12	4880439	FALSE
GwA_19209-RA	chr12	305994	FALSE
GwA_29777-RA	chr19	4335198	TRUE
GwA_30925-RA	chr19	21758937	TRUE
GwA_19894-RA	chr12	10122528	FALSE
GwA_19895-RA	chr12	10133653	FALSE
GwA_19706-RA	chr12	7385970	FALSE
GwA_19324-RA	chr12	2126232	FALSE
GwA_19196-RA	chr12	82660	FALSE
GwA_19253-RA	chr12	917494	FALSE
GwA_30289-RA	chr19	13896778	TRUE
GwA_30290-RA	chr19	13922225	TRUE
GwA_30821-RA	chr19	20068907	TRUE
GwA_30460-RA	chr19	16254124	TRUE
GwA_30103-RA	chr19	10849264	TRUE
GwA_30073-RA	chr19	10582762	TRUE
GwA_30074-RA	chr19	10596759	TRUE
GwA_30151-RA	chr19	11688438	TRUE
GwA_29859-RA	chr19	6233778	TRUE
GwA_29911-RA	chr19	7603197	FALSE
GwA_29771-RA	chr19	4137491	TRUE
GwA_21343-RA	chr12	24092245	FALSE
GwA_29943-RA	chr19	8194408	TRUE
GwA_30643-RA	chr19	18298859	TRUE
GwA_30025-RA	chr19	9964265	TRUE
GwA_29679-RA	chr19	1583104	TRUE
GwA_30666-RA	chr19	18529399	TRUE
GwA_30609-RA	chr19	17930427	TRUE
GwA_30485-RA	chr19	16561215	TRUE
GwA_29634-RA	chr19	787767	TRUE
GwA_30014-RA	chr19	9493546	TRUE
GwA_30013-RA	chr19	9471832	TRUE
GwA_30124-RA	chr19	11200267	TRUE
GwA_30125-RA	chr19	11204570	TRUE
GwA_30123-RA	chr19	11181361	TRUE
GwA_30299-RA	chr19	13999836	FALSE
GwA_30730-RA	chr19	19049330	TRUE
GwA_30731-RA	chr19	19054534	TRUE
GwA_30732-RA	chr19	19061449	TRUE
GwA_30392-RA	chr19	15207030	TRUE
GwA_30377-RA	chr19	14922666	TRUE
GwA_30376-RA	chr19	14922196	TRUE
GwA_30426-RA	chr19	15815980	FALSE
GwA_30425-RA	chr19	15814878	TRUE
GwA_30424-RA	chr19	15800508	TRUE
GwA_30423-RA	chr19	15797216	TRUE
GwA_30475-RA	chr19	16443583	TRUE
GwA_30479-RA	chr19	16523320	TRUE
GwA_30478-RA	chr19	16515632	TRUE
GwA_30564-RA	chr19	17328332	FALSE
GwA_30910-RA	chr19	21590091	FALSE
GwA_20848-RA	chr12	19237775	FALSE
GwA_29971-RA	chr19	8468153	TRUE
GwA_29768-RA	chr19	4052676	TRUE
GwA_19544-RA	chr12	5252909	FALSE
GwA_19367-RA	chr12	2893352	FALSE
GwA_20741-RA	chr12	16947961	FALSE
GwA_19543-RA	chr12	5239755	FALSE
GwA_20710-RA	chr12	16455115	FALSE
GwA_19409-RA	chr12	3377084	FALSE
GwA_30858-RA	chr19	20626886	TRUE
GwA_19264-RA	chr12	1120858	FALSE
GwA_19262-RA	chr12	1112921	FALSE
GwA_19469-RA	chr12	4063142	FALSE
GwA_19464-RA	chr12	3974303	FALSE
GwA_30065-RA	chr19	10496228	TRUE
GwA_19512-RA	chr12	4898549	FALSE
GwA_30262-RA	chr19	13402735	TRUE
GwA_20271-RA	chr12	15332310	FALSE
GwA_19515-RA	chr12	4984735	FALSE
GwA_19215-RA	chr12	412291	FALSE
GwA_29974-RA	chr19	8601388	FALSE
GwA_29884-RA	chr19	7027747	TRUE
GwA_30491-RA	chr19	16617753	TRUE
GwA_30822-RA	chr19	20086111	TRUE
GwA_29894-RA	chr19	7190830	TRUE
GwA_29876-RA	chr19	6955861	TRUE
GwA_30310-RA	chr19	14118208	TRUE
GwA_29676-RA	chr19	1493083	FALSE
GwA_30749-RA	chr19	19251571	TRUE
GwA_30881-RA	chr19	21001720	TRUE
GwA_30206-RA	chr19	12332293	TRUE
GwA_20696-RA	chr12	16240701	TRUE
GwA_29625-RA	chr19	251581	FALSE
GwA_29767-RA	chr19	4031286	FALSE
GwA_30490-RA	chr19	16606854	TRUE
GwA_29680-RA	chr19	1630612	FALSE
GwA_30238-RA	chr19	13016898	TRUE
GwA_30527-RA	chr19	17041465	TRUE
GwA_30713-RA	chr19	18909970	TRUE
GwA_30358-RA	chr19	14750266	TRUE
GwA_30680-RA	chr19	18670766	TRUE
GwA_29780-RA	chr19	4375723	TRUE
GwA_29785-RA	chr19	4661419	TRUE
GwA_30480-RA	chr19	16532313	TRUE
GwA_30660-RA	chr19	18478198	TRUE
GwA_30612-RA	chr19	17962436	TRUE
GwA_30764-RA	chr19	19445676	TRUE
GwA_30762-RA	chr19	19325058	TRUE
GwA_30751-RA	chr19	19273394	TRUE
GwA_30069-RA	chr19	10542953	TRUE
GwA_29655-RA	chr19	1213341	TRUE
GwA_30585-RA	chr19	17623005	TRUE
GwA_29757-RA	chr19	3786124	TRUE
GwA_29756-RA	chr19	3767109	TRUE
GwA_29688-RA	chr19	1979514	FALSE
GwA_30110-RA	chr19	10928012	TRUE
GwA_30111-RA	chr19	10957522	TRUE
GwA_30207-RA	chr19	12339916	FALSE
GwA_30497-RA	chr19	16759303	TRUE
GwA_30212-RA	chr19	12392742	FALSE
GwA_19390-RA	chr12	3115700	FALSE
GwA_19558-RA	chr12	5480360	FALSE
GwA_19365-RA	chr12	2847028	FALSE
GwA_19636-RA	chr12	6834314	FALSE
GwA_19280-RA	chr12	1377596	FALSE
GwA_19575-RA	chr12	5812586	FALSE
GwA_30015-RA	chr19	9603216	TRUE
GwA_29866-RA	chr19	6766877	FALSE
GwA_19807-RA	chr12	8964301	FALSE
GwA_20704-RA	chr12	16371859	FALSE
GwA_20702-RA	chr12	16361725	FALSE
GwA_20739-RA	chr12	16936162	FALSE
GwA_19533-RA	chr12	5143094	FALSE
GwA_20054-RA	chr12	12220356	FALSE
GwA_19287-RA	chr12	1482576	FALSE
GwA_19508-RA	chr12	4876771	FALSE
GwA_19509-RA	chr12	4877301	FALSE
GwA_19429-RA	chr12	3614275	FALSE
GwA_19406-RA	chr12	3327987	FALSE
GwA_30886-RA	chr19	21175564	TRUE
GwA_19210-RA	chr12	329715	FALSE
GwA_30383-RA	chr19	15036822	TRUE
GwA_30915-RA	chr19	21625366	TRUE
GwA_19372-RA	chr12	2964436	FALSE
GwA_19552-RA	chr12	5423681	FALSE
GwA_29856-RA	chr19	6205721	TRUE
GwA_30508-RA	chr19	16889779	TRUE
GwA_30805-RA	chr19	19916310	TRUE
GwA_30395-RA	chr19	15351243	TRUE
GwA_30263-RA	chr19	13406345	TRUE
GwA_30247-RA	chr19	13136709	TRUE
GwA_30695-RA	chr19	18781681	TRUE
GwA_30567-RA	chr19	17369418	FALSE
GwA_30788-RA	chr19	19799781	TRUE
GwA_30436-RA	chr19	15932442	TRUE
GwA_30493-RA	chr19	16685339	TRUE
GwA_30302-RA	chr19	14030509	TRUE
GwA_30779-RA	chr19	19718134	TRUE
GwA_29822-RA	chr19	5764974	TRUE
GwA_29823-RA	chr19	5784837	FALSE
GwA_29782-RA	chr19	4533087	TRUE
GwA_29691-RA	chr19	2001660	TRUE
GwA_29919-RA	chr19	7826210	TRUE
GwA_29929-RA	chr19	7966112	FALSE
GwA_29928-RA	chr19	7965683	FALSE
GwA_29930-RA	chr19	7971569	TRUE
GwA_29932-RA	chr19	7978400	TRUE
GwA_30018-RA	chr19	9919182	FALSE
GwA_30017-RA	chr19	9918416	TRUE
GwA_30257-RA	chr19	13358406	TRUE
GwA_30258-RA	chr19	13359575	TRUE
GwA_30259-RA	chr19	13360277	TRUE
GwA_30798-RA	chr19	19878763	TRUE
GwA_30797-RA	chr19	19878329	TRUE
GwA_30796-RA	chr19	19875124	TRUE
GwA_30738-RA	chr19	19108262	TRUE
GwA_30705-RA	chr19	18829156	FALSE
GwA_30644-RA	chr19	18335013	TRUE
GwA_30651-RA	chr19	18426084	TRUE
GwA_30775-RA	chr19	19687932	FALSE
GwA_19230-RA	chr12	616673	FALSE
GwA_19394-RA	chr12	3136970	FALSE
GwA_19384-RA	chr12	3080831	FALSE
GwA_19788-RA	chr12	8437044	FALSE
GwA_19572-RA	chr12	5750895	FALSE
GwA_19296-RA	chr12	1570443	FALSE
GwA_19247-RA	chr12	810430	FALSE
GwA_19583-RA	chr12	5887644	FALSE
GwA_29906-RA	chr19	7547242	FALSE
GwA_20287-RA	chr12	15534560	FALSE
GwA_19577-RA	chr12	5822895	FALSE
GwA_19520-RA	chr12	4996985	FALSE
GwA_19521-RA	chr12	5005196	FALSE
GwA_19346-RA	chr12	2608860	FALSE
GwA_19347-RA	chr12	2610242	FALSE
GwA_19313-RA	chr12	1893470	FALSE
GwA_19279-RA	chr12	1364198	FALSE
GwA_20001-RA	chr12	11642032	FALSE
GwA_29938-RA	chr19	8157978	FALSE
GwA_30621-RA	chr19	18093325	FALSE
GwA_30826-RA	chr19	20109292	TRUE
GwA_30824-RA	chr19	20096373	TRUE
GwA_30056-RA	chr19	10418601	TRUE
GwA_30178-RA	chr19	12078412	TRUE
GwA_30657-RA	chr19	18463276	FALSE
GwA_30486-RA	chr19	16587753	FALSE
GwA_30863-RA	chr19	20775891	FALSE
GwA_29749-RA	chr19	3498982	FALSE
GwA_29705-RA	chr19	2454665	TRUE
GwA_29702-RA	chr19	2437461	TRUE
GwA_29656-RA	chr19	1242016	TRUE
GwA_29621-RA	chr19	232049	FALSE
GwA_29624-RA	chr19	245169	FALSE
GwA_29620-RA	chr19	137220	TRUE
GwA_29830-RA	chr19	5978400	TRUE
GwA_29829-RA	chr19	5944750	TRUE
GwA_29845-RA	chr19	6109237	TRUE
GwA_29852-RA	chr19	6170254	TRUE
GwA_29854-RA	chr19	6172487	TRUE
GwA_29939-RA	chr19	8171186	TRUE
GwA_29952-RA	chr19	8279191	TRUE
GwA_30007-RA	chr19	9403135	TRUE
GwA_30010-RA	chr19	9454940	TRUE
GwA_30011-RA	chr19	9456319	TRUE
GwA_30037-RA	chr19	10080496	TRUE
GwA_30043-RA	chr19	10107220	TRUE
GwA_30050-RA	chr19	10328716	TRUE
GwA_30116-RA	chr19	11143068	TRUE
GwA_30117-RA	chr19	11144406	TRUE
GwA_30134-RA	chr19	11385845	TRUE
GwA_30142-RA	chr19	11432059	TRUE
GwA_30188-RA	chr19	12159025	TRUE
GwA_30198-RA	chr19	12262923	TRUE
GwA_30244-RA	chr19	13114118	TRUE
GwA_30246-RA	chr19	13128976	TRUE
GwA_30265-RA	chr19	13416177	TRUE
GwA_30303-RA	chr19	14044536	TRUE
GwA_30338-RA	chr19	14498885	TRUE
GwA_30326-RA	chr19	14395206	TRUE
GwA_30835-RA	chr19	20202837	TRUE
GwA_30834-RA	chr19	20199641	TRUE
GwA_30924-RA	chr19	21752538	TRUE
GwA_30923-RA	chr19	21746659	TRUE
GwA_30420-RA	chr19	15743901	FALSE
GwA_30453-RA	chr19	16164250	TRUE
GwA_30454-RA	chr19	16183944	TRUE
GwA_30474-RA	chr19	16399377	TRUE
GwA_30472-RA	chr19	16386002	FALSE
GwA_30477-RA	chr19	16509088	TRUE
GwA_30550-RA	chr19	17244960	TRUE
GwA_30533-RA	chr19	17099062	TRUE
GwA_30520-RA	chr19	16997280	TRUE
GwA_30516-RA	chr19	16986086	TRUE
GwA_30514-RA	chr19	16976164	TRUE
GwA_30256-RA	chr19	13349756	TRUE
GwA_19241-RA	chr12	719577	FALSE
GwA_19395-RA	chr12	3141333	FALSE
GwA_21342-RA	chr12	24029040	FALSE
GwA_20288-RA	chr12	15548371	FALSE
GwA_20291-RA	chr12	15567358	FALSE
GwA_20281-RA	chr12	15466328	FALSE
GwA_20280-RA	chr12	15421683	FALSE
GwA_20279-RA	chr12	15400752	FALSE
GwA_20754-RA	chr12	17088695	FALSE
GwA_20312-RA	chr12	15859097	FALSE
GwA_20711-RA	chr12	16470895	FALSE
GwA_20733-RA	chr12	16838754	FALSE
GwA_20746-RA	chr12	16996199	FALSE
GwA_20275-RA	chr12	15354783	FALSE
GwA_19345-RA	chr12	2584467	FALSE
GwA_19550-RA	chr12	5414079	FALSE
GwA_19472-RA	chr12	4090795	FALSE
GwA_19460-RA	chr12	3908007	FALSE
GwA_19437-RA	chr12	3712304	FALSE
GwA_19435-RA	chr12	3639493	FALSE
GwA_19436-RA	chr12	3650626	FALSE
GwA_19423-RA	chr12	3507371	FALSE
GwA_19368-RA	chr12	2930546	FALSE
GwA_19325-RA	chr12	2168146	FALSE
GwA_19326-RA	chr12	2170939	FALSE
GwA_19323-RA	chr12	2073361	FALSE
GwA_19322-RA	chr12	2071784	FALSE
GwA_19321-RA	chr12	2063066	FALSE
GwA_19315-RA	chr12	1906986	FALSE
GwA_30870-RA	chr19	20873441	TRUE
GwA_19270-RA	chr12	1272053	FALSE
GwA_19269-RA	chr12	1260957	FALSE
GwA_30484-RA	chr19	16554672	TRUE
GwA_19249-RA	chr12	867165	FALSE
GwA_19242-RA	chr12	747246	FALSE
GwA_19235-RA	chr12	679109	FALSE
GwA_29816-RA	chr19	5709183	FALSE
GwA_29817-RA	chr19	5713816	FALSE
GwA_30334-RA	chr19	14453076	FALSE
GwA_20832-RA	chr12	19044970	FALSE
GwA_30914-RA	chr19	21621793	FALSE
GwA_30841-RA	chr19	20246773	FALSE
GwA_29895-RA	chr19	7226299	FALSE
GwA_29753-RA	chr19	3626440	TRUE
GwA_20731-RA	chr12	16831197	FALSE
GwA_30586-RA	chr19	17630096	FALSE
GwA_19610-RA	chr12	6555391	FALSE
GwA_30239-RA	chr19	13036167	FALSE
GwA_30646-RA	chr19	18400996	TRUE
GwA_30610-RA	chr19	17940405	FALSE
GwA_30115-RA	chr19	11139110	FALSE
GwA_30357-RA	chr19	14733901	TRUE
GwA_29696-RA	chr19	2385664	TRUE
GwA_29758-RA	chr19	3874317	TRUE
GwA_29759-RA	chr19	3882222	TRUE
GwA_29651-RA	chr19	1178781	TRUE
GwA_29650-RA	chr19	1170399	TRUE
GwA_29654-RA	chr19	1201630	TRUE
GwA_29664-RA	chr19	1339295	TRUE
GwA_29665-RA	chr19	1353424	TRUE
GwA_29619-RA	chr19	73083	TRUE
GwA_29819-RA	chr19	5735444	TRUE
GwA_29821-RA	chr19	5750590	TRUE
GwA_29827-RA	chr19	5917608	TRUE
GwA_29790-RA	chr19	4937076	TRUE
GwA_29776-RA	chr19	4283232	TRUE
GwA_29747-RA	chr19	3479516	TRUE
GwA_29733-RA	chr19	3199508	TRUE
GwA_29692-RA	chr19	2041368	TRUE
GwA_29690-RA	chr19	1991953	TRUE
GwA_29631-RA	chr19	685847	TRUE
GwA_30946-RA	chr19	22594294	TRUE
GwA_30945-RA	chr19	22586506	TRUE
GwA_29839-RA	chr19	6057681	TRUE
GwA_29846-RA	chr19	6136063	TRUE
GwA_29847-RA	chr19	6144415	TRUE
GwA_29858-RA	chr19	6224692	TRUE
GwA_29864-RA	chr19	6727177	TRUE
GwA_29871-RA	chr19	6888359	TRUE
GwA_29872-RA	chr19	6896641	TRUE
GwA_29874-RA	chr19	6944875	TRUE
GwA_29875-RA	chr19	6953589	TRUE
GwA_19459-RA	chr12	3903823	FALSE
GwA_29913-RA	chr19	7752102	TRUE
GwA_29920-RA	chr19	7851615	TRUE
GwA_29921-RA	chr19	7879319	TRUE
GwA_29941-RA	chr19	8184337	TRUE
GwA_29942-RA	chr19	8191974	TRUE
GwA_29945-RA	chr19	8196088	TRUE
GwA_29955-RA	chr19	8296454	TRUE
GwA_29975-RA	chr19	8610378	TRUE
GwA_29979-RA	chr19	8738179	TRUE
GwA_29980-RA	chr19	8756635	TRUE
GwA_29984-RA	chr19	8816027	TRUE
GwA_29985-RA	chr19	8826984	TRUE
GwA_29986-RA	chr19	8849611	TRUE
GwA_29988-RA	chr19	8940621	TRUE
GwA_29997-RA	chr19	9146926	TRUE
GwA_30000-RA	chr19	9208912	TRUE
GwA_30002-RA	chr19	9213492	TRUE
GwA_30004-RA	chr19	9266809	TRUE
GwA_30005-RA	chr19	9359729	TRUE
GwA_30022-RA	chr19	9941463	TRUE
GwA_30028-RA	chr19	10028039	TRUE
GwA_30032-RA	chr19	10041078	TRUE
GwA_30034-RA	chr19	10071062	TRUE
GwA_30039-RA	chr19	10092991	TRUE
GwA_30057-RA	chr19	10422255	TRUE
GwA_30070-RA	chr19	10552539	TRUE
GwA_30085-RA	chr19	10743479	TRUE
GwA_30088-RA	chr19	10760802	TRUE
GwA_30096-RA	chr19	10789456	TRUE
GwA_30097-RA	chr19	10790318	TRUE
GwA_30098-RA	chr19	10801113	TRUE
GwA_30104-RA	chr19	10880721	TRUE
GwA_30113-RA	chr19	11119536	TRUE
GwA_30128-RA	chr19	11233107	TRUE
GwA_30133-RA	chr19	11379981	TRUE
GwA_30139-RA	chr19	11414743	TRUE
