HOG	OG	Gene Tree Parent Clade	Af	Aq	Ga	GaY	Gw	GwY
N2.HOG0000129	OG0000014	n20					g18480.t1	
N2.HOG0000130	OG0000014	n24					g14958.t1, g14959.t1	
N2.HOG0000131	OG0000014	n31					g348.t1	
N2.HOG0000132	OG0000014	n34					g1282.t1	
N2.HOG0000133	OG0000014	n39					g9406.t1	
N2.HOG0000134	OG0000014	n41					g3624.t1	
N2.HOG0000135	OG0000016	n4					g6037.t1	
N2.HOG0000136	OG0000016	n10					g4205.t1	g22496.t1
N2.HOG0000137	OG0000016	n15					g16333.t1	
N2.HOG0000138	OG0000016	n17					g10659.t1	
N2.HOG0000139	OG0000016	n22					g8518.t1	
N2.HOG0000140	OG0000016	n24					g8899.t1	
N2.HOG0000141	OG0000016	n27					g4206.t1	g22497.t1
N2.HOG0000142	OG0000016	n31					g8359.t1	
N2.HOG0000143	OG0000016	n35					g11781.t1	
N2.HOG0000144	OG0000016	n38					g10463.t1	
N2.HOG0000145	OG0000019	n5					g5543.t1	
N2.HOG0000146	OG0000019	n18					g5539.t1, g5574.t1	
N2.HOG0000147	OG0000020	n1					g15727.t1	
N2.HOG0000148	OG0000020	n6					g18303.t1	
N2.HOG0000149	OG0000020	n11					g21387.t1	
N2.HOG0000150	OG0000020	n14					g15128.t3	
N2.HOG0000151	OG0000020	n20					g18443.t1	
N2.HOG0000152	OG0000020	n23					g507.t3	
N2.HOG0000153	OG0000020	n27					g18878.t2	
N2.HOG0000154	OG0000020	n31					g15649.t1	
N2.HOG0000155	OG0000021	n4					g21628.t1	
N2.HOG0000156	OG0000021	n12					g9708.t1	
N2.HOG0000157	OG0000021	n15					g11689.t1	
N2.HOG0000158	OG0000021	n19					g7152.t1	
N2.HOG0000159	OG0000021	n21					g16510.t1	
N2.HOG0000160	OG0000021	n24					g3208.t1	
N2.HOG0000161	OG0000021	n31					g5654.t1	
N2.HOG0000162	OG0000021	n32					g5655.t1	
N2.HOG0000163	OG0000022	n1					g4032.t1	g22045.t1
N2.HOG0000164	OG0000022	n7					g16214.t1	
N2.HOG0000165	OG0000022	n11					g9181.t1	
N2.HOG0000166	OG0000022	n13					g4075.t1	g22003.t1
N2.HOG0000167	OG0000022	n16					g10905.t1	
N2.HOG0000168	OG0000022	n22					g8469.t1	
N2.HOG0000169	OG0000022	n25					g3680.t1	
N2.HOG0000170	OG0000022	n27					g11286.t1	
N2.HOG0000171	OG0000022	n30					g16051.t1	
N2.HOG0000172	OG0000022	n32					g8147.t1	
N2.HOG0000173	OG0000023	n1					g706.t1	
N2.HOG0000174	OG0000023	n8					g704.t1	
N2.HOG0000175	OG0000024	n1					g4429.t1	g22317.t2
N2.HOG0000176	OG0000024	n7					g8689.t4	
N2.HOG0000177	OG0000024	n12					g3547.t1	
N2.HOG0000178	OG0000024	n19					g16235.t1	
N2.HOG0000179	OG0000024	n24					g3956.t1, g3955.t1	g22122.t2
N2.HOG0000180	OG0000024	n29					g9280.t1	
N2.HOG0000181	OG0000026	n1					g4052.t1	g22026.t1
N2.HOG0000182	OG0000026	n7					g9236.t1	
N2.HOG0000183	OG0000026	n10					g16448.t1	
N2.HOG0000184	OG0000026	n16					g11450.t1	
N2.HOG0000185	OG0000026	n23					g11234.t1	
N2.HOG0000186	OG0000027	n2					g8411.t1	
N2.HOG0000187	OG0000027	n5					g4134.t1	g22584.t1
N2.HOG0000188	OG0000027	n9					g16226.t1	
N2.HOG0000189	OG0000027	n15					g3826.t1	g22247.t1
N2.HOG0000190	OG0000027	n19					g3520.t3	
N2.HOG0000191	OG0000027	n25					g4364.t4	
N2.HOG0000192	OG0000027	n28					g8987.t7	
N2.HOG0000193	OG0000028	n1					g19908.t1	
N2.HOG0000194	OG0000028	n8					g15594.t1	
N2.HOG0000195	OG0000028	n11					g18487.t1	
N2.HOG0000196	OG0000028	n15					g7466.t1	
N2.HOG0000197	OG0000028	n19					g4312.t1, g4389.t1	g22358.t1
N2.HOG0000198	OG0000028	n24					g18961.t1	
N2.HOG0000199	OG0000028	n27					g1265.t2	
N2.HOG0000200	OG0000029	n10					g8235.t1	
N2.HOG0000201	OG0000029	n13					g8234.t1	
N2.HOG0000202	OG0000029	n15					g8241.t1	
N2.HOG0000203	OG0000029	n19					g8239.t1	
N2.HOG0000204	OG0000029	n23					g8237.t1	
N2.HOG0000205	OG0000029	n24					g8238.t1	
N2.HOG0000206	OG0000029	n26					g14003.t1	
N2.HOG0000207	OG0000029	n28					g5490.t1	
N2.HOG0000208	OG0000030	n1					g13920.t1	
N2.HOG0000209	OG0000030	n6					g13919.t2	
N2.HOG0000210	OG0000030	n8					g13918.t1	
N2.HOG0000211	OG0000030	n14					g1894.t1	
N2.HOG0000212	OG0000030	n17					g13309.t1, g42.t1	
N2.HOG0000213	OG0000030	n20					g11823.t1	
N2.HOG0000214	OG0000030	n23					g10437.t1	
N2.HOG0000215	OG0000030	n27					g9324.t1	
N2.HOG0000216	OG0000031	n8					g15485.t8	
N2.HOG0000217	OG0000031	n13					g15488.t1	
N2.HOG0000218	OG0000032	n0					g17332.t1, g17333.t1, g19534.t2	g22773.t1
N2.HOG0000219	OG0000033	n1					g2331.t1	
N2.HOG0000220	OG0000033	n14					g7446.t1, g1580.t1	
N2.HOG0000221	OG0000034	n1					g17062.t2	
N2.HOG0000222	OG0000034	n14					g16581.t1	
N2.HOG0000223	OG0000034	n17					g2859.t1	
N2.HOG0000224	OG0000034	n21					g2603.t1	
N2.HOG0000225	OG0000034	n24					g2602.t1	
N2.HOG0000226	OG0000034	n27					g17411.t1	
N2.HOG0000227	OG0000035	n1					g19805.t2	
N2.HOG0000228	OG0000035	n6					g19804.t1	
N2.HOG0000229	OG0000035	n9					g20094.t1	
N2.HOG0000230	OG0000035	n12					g20095.t1	
N2.HOG0000231	OG0000035	n16					g11865.t1	
N2.HOG0000232	OG0000035	n24					g10465.t1	
N2.HOG0000233	OG0000035	n25					g10439.t1	
N2.HOG0000234	OG0000036	n1					g8839.t5	
N2.HOG0000235	OG0000036	n5					g4160.t2	g22450.t1
N2.HOG0000236	OG0000036	n12					g14302.t2	
N2.HOG0000237	OG0000036	n15					g13403.t1	
N2.HOG0000238	OG0000036	n17					g17091.t2	
N2.HOG0000239	OG0000036	n23					g7984.t2	
N2.HOG0000240	OG0000036	n25					g1359.t2	
N2.HOG0000241	OG0000038	n1					g4335.t1	g22396.t1
N2.HOG0000242	OG0000038	n6					g8974.t1	
N2.HOG0000243	OG0000038	n9					g4078.t1	g22000.t1
N2.HOG0000244	OG0000038	n13					g9225.t2	
N2.HOG0000245	OG0000038	n17					g4043.t1	g22035.t1
N2.HOG0000246	OG0000038	n21					g9804.t1	
N2.HOG0000247	OG0000038	n24					g4515.t1	g21961.t1
N2.HOG0000248	OG0000039	n1					g20359.t3	
N2.HOG0000249	OG0000039	n5					g14445.t2	
N2.HOG0000250	OG0000039	n11					g20419.t2	
N2.HOG0000251	OG0000039	n14					g14594.t1	
N2.HOG0000252	OG0000039	n18					g21659.t1	
N2.HOG0000253	OG0000039	n21					g2634.t1	
N2.HOG0000254	OG0000039	n24					g4895.t1	
N2.HOG0000255	OG0000040	n1					g15715.t1	
N2.HOG0000256	OG0000040	n6					g18778.t1	
N2.HOG0000257	OG0000040	n17					g16502.t2	
N2.HOG0000258	OG0000040	n20					g17963.t2	
N2.HOG0000259	OG0000040	n24					g4995.t2	
N2.HOG0000260	OG0000041	n1					g4283.t1	g22438.t1
N2.HOG0000261	OG0000041	n7					g4282.t1	g22439.t1
N2.HOG0000262	OG0000041	n13					g4281.t1	g22440.t1
N2.HOG0000263	OG0000041	n18					g9201.t1	
N2.HOG0000264	OG0000041	n21					g9202.t1	
N2.HOG0000265	OG0000041	n24					g5168.t1	
N2.HOG0000266	OG0000043	n1					g20173.t1	
N2.HOG0000267	OG0000043	n5					g14883.t1	
N2.HOG0000268	OG0000043	n10					g21803.t6	
N2.HOG0000269	OG0000043	n14					g2763.t7	
N2.HOG0000270	OG0000043	n18					g5874.t6	
N2.HOG0000271	OG0000043	n23					g4621.t3	
N2.HOG0000272	OG0000044	n1					g20772.t1	
N2.HOG0000273	OG0000044	n6					g19033.t1, g19034.t1	
N2.HOG0000274	OG0000044	n11					g16785.t1	
N2.HOG0000275	OG0000044	n15					g2698.t1	
N2.HOG0000276	OG0000044	n19					g5979.t1	
N2.HOG0000277	OG0000044	n22					g5422.t1	
N2.HOG0000278	OG0000045	n1					g20879.t1	
N2.HOG0000279	OG0000045	n5					g19381.t1	
N2.HOG0000280	OG0000045	n12					g14407.t4	
N2.HOG0000281	OG0000045	n16					g20317.t4	
N2.HOG0000282	OG0000045	n20					g14710.t2	
N2.HOG0000283	OG0000045	n23					g20701.t2	
N2.HOG0000284	OG0000047	n1					g15978.t1	
N2.HOG0000285	OG0000047	n14					g15980.t1	
N2.HOG0000286	OG0000047	n23					g7783.t2	
N2.HOG0000287	OG0000048	n1					g19102.t3	
N2.HOG0000288	OG0000048	n5					g980.t1	
N2.HOG0000289	OG0000048	n13					g18971.t1	
N2.HOG0000290	OG0000048	n16					g19329.t1	
N2.HOG0000291	OG0000048	n20					g18201.t3	
N2.HOG0000292	OG0000048	n23					g21862.t1	
N2.HOG0000293	OG0000049	n1					g1376.t1, g1377.t1, g1381.t1, g1379.t1, g1383.t1, g1384.t1, g14734.t1, g1993.t1, g1994.t1, g1995.t1, g1996.t1, g65.t1	
N2.HOG0000294	OG0000049	n14					g3656.t1, g3657.t1, g5584.t1, g5583.t2, g5446.t1, g66.t1, g5447.t1, g5449.t1, g64.t1, g12347.t1, g12348.t2	
N2.HOG0000295	OG0000050	n0					g17458.t1, g17604.t1, g20689.t1, g8690.t1, g20296.t1, g3376.t1, g12150.t1, g4670.t1, g4712.t1, g2784.t1, g11668.t1, g17359.t1, g20728.t1, g1182.t1, g18860.t1, g1554.t1, g9402.t1, g9677.t1, g9868.t1, g1644.t1, g1883.t1, g7597.t1	g22825.t1
N2.HOG0000296	OG0000051	n1					g2317.t1	
N2.HOG0000297	OG0000051	n6					g12704.t1	
N2.HOG0000298	OG0000051	n10					g14943.t1	
N2.HOG0000299	OG0000051	n15					g1135.t1	
N2.HOG0000300	OG0000051	n18					g1133.t2	
N2.HOG0000301	OG0000051	n20					g12769.t2	
N2.HOG0000302	OG0000052	n1					g18488.t2	
N2.HOG0000303	OG0000052	n5					g15595.t4	
N2.HOG0000304	OG0000052	n8					g15815.t1	
N2.HOG0000305	OG0000052	n14					g18490.t1	
N2.HOG0000306	OG0000052	n15					g15814.t1	
N2.HOG0000307	OG0000052	n17					g18962.t2	
N2.HOG0000308	OG0000052	n22					g1264.t1	
N2.HOG0000309	OG0000052	n23					g19909.t1	
N2.HOG0000310	OG0000053	n1					g9136.t1	
N2.HOG0000311	OG0000053	n5					g3737.t1	
N2.HOG0000312	OG0000053	n11					g1401.t2	
N2.HOG0000313	OG0000053	n13					g7672.t1	
N2.HOG0000314	OG0000053	n18					g1853.t1	
N2.HOG0000315	OG0000053	n21					g3399.t1	
N2.HOG0000316	OG0000053	n23					g17066.t1	
N2.HOG0000317	OG0000054	n1					g15234.t1	
N2.HOG0000318	OG0000054	n6					g20801.t1	
N2.HOG0000319	OG0000054	n11					g15369.t2	
N2.HOG0000320	OG0000054	n14					g18923.t1	
N2.HOG0000321	OG0000055	n1					g14017.t5	
N2.HOG0000322	OG0000055	n5					g14110.t1	
N2.HOG0000323	OG0000055	n10					g19611.t3	
N2.HOG0000324	OG0000055	n12					g11576.t1	
N2.HOG0000325	OG0000055	n16					g3637.t3, g3639.t1, g3638.t1	
N2.HOG0000326	OG0000055	n21					g9219.t1	
N2.HOG0000327	OG0000056	n1					g10703.t1	g22796.t1
N2.HOG0000328	OG0000056	n7					g16489.t1	
N2.HOG0000329	OG0000056	n9					g14856.t1	
N2.HOG0000330	OG0000056	n11					g17179.t2	
N2.HOG0000331	OG0000056	n15					g2571.t1	
N2.HOG0000332	OG0000056	n20					g4112.t1	g21967.t1
N2.HOG0000333	OG0000057	n1					g4505.t1	g21948.t1
N2.HOG0000334	OG0000057	n6					g8455.t2	
N2.HOG0000335	OG0000057	n10					g10877.t1	
N2.HOG0000336	OG0000057	n13					g16085.t1	
N2.HOG0000337	OG0000057	n19					g4182.t2	g22474.t1
N2.HOG0000338	OG0000058	n1					g7450.t1	
N2.HOG0000339	OG0000058	n7					g10147.t1	
N2.HOG0000340	OG0000058	n9					g3691.t1	
N2.HOG0000341	OG0000058	n12					g7039.t1	
N2.HOG0000342	OG0000058	n14					g10145.t1	
N2.HOG0000343	OG0000058	n18					g18572.t1	
N2.HOG0000344	OG0000058	n21					g13419.t2	
N2.HOG0000345	OG0000059	n2					g9178.t1	
N2.HOG0000346	OG0000059	n4					g16428.t1	
N2.HOG0000347	OG0000059	n11					g14325.t1	
N2.HOG0000348	OG0000059	n13					g697.t1	
N2.HOG0000349	OG0000059	n16					g15270.t1	
N2.HOG0000350	OG0000059	n19					g7904.t1	
N2.HOG0000351	OG0000059	n21					g1290.t1	
N2.HOG0000352	OG0000060	n1					g9171.t1	
N2.HOG0000353	OG0000060	n5					g14262.t1	
N2.HOG0000354	OG0000060	n8					g21122.t1	
N2.HOG0000355	OG0000060	n12					g12780.t1	
N2.HOG0000356	OG0000060	n14					g3007.t1	
N2.HOG0000357	OG0000060	n17					g7368.t1	
N2.HOG0000358	OG0000060	n19					g4629.t1	
N2.HOG0000359	OG0000061	n1					g17877.t1	
N2.HOG0000360	OG0000061	n5					g17172.t1	
N2.HOG0000361	OG0000061	n9					g6413.t1	
N2.HOG0000362	OG0000061	n19					g6055.t1	
N2.HOG0000363	OG0000061	n21					g4990.t1	
N2.HOG0000364	OG0000062	n1					g21106.t4	
N2.HOG0000365	OG0000062	n7					g3021.t1	
N2.HOG0000366	OG0000062	n12					g14608.t1	
N2.HOG0000367	OG0000062	n15					g19832.t3	
N2.HOG0000368	OG0000062	n17					g6169.t1	
N2.HOG0000369	OG0000062	n20					g5609.t2	
N2.HOG0000370	OG0000063	n1					g7811.t1	
N2.HOG0000371	OG0000063	n5					g19642.t1	
N2.HOG0000372	OG0000063	n9					g14185.t1	
N2.HOG0000373	OG0000063	n11					g159.t1	
N2.HOG0000374	OG0000063	n13					g14181.t1, g160.t1	
N2.HOG0000375	OG0000063	n18					g19641.t2	
N2.HOG0000376	OG0000063	n20					g7809.t1	
N2.HOG0000377	OG0000064	n1					g4500.t1	g21942.t1
N2.HOG0000378	OG0000064	n6					g8702.t1, g8703.t1	
N2.HOG0000379	OG0000064	n13					g4498.t1	g21940.t1
N2.HOG0000380	OG0000064	n17					g9452.t1	
N2.HOG0000381	OG0000065	n1					g9122.t1	
N2.HOG0000382	OG0000065	n6					g4557.t1	g22636.t1
N2.HOG0000383	OG0000065	n12					g16243.t6	
N2.HOG0000384	OG0000065	n17					g10912.t2	
N2.HOG0000385	OG0000065	n20					g9331.t3	
N2.HOG0000386	OG0000066	n1					g8913.t1	
N2.HOG0000387	OG0000066	n6					g8757.t1	
N2.HOG0000388	OG0000066	n11					g16417.t2	
N2.HOG0000389	OG0000066	n14					g10561.t1	
N2.HOG0000390	OG0000066	n19					g9055.t1	
N2.HOG0000391	OG0000067	n1					g3370.t1	
N2.HOG0000392	OG0000067	n6					g17563.t1	
N2.HOG0000393	OG0000067	n19					g17562.t1	
N2.HOG0000394	OG0000068	n1					g2773.t3	
N2.HOG0000395	OG0000068	n5					g21822.t1	
N2.HOG0000396	OG0000068	n9					g21587.t1	
N2.HOG0000397	OG0000068	n15					g2535.t3	
N2.HOG0000398	OG0000068	n17					g21191.t1, g17275.t1, g17277.t3	
N2.HOG0000399	OG0000068	n22					g21821.t1	
N2.HOG0000400	OG0000069	n1					g19136.t1	
N2.HOG0000401	OG0000069	n4					g728.t1	
N2.HOG0000402	OG0000069	n7					g12593.t1	
N2.HOG0000403	OG0000069	n10					g4196.t1	
N2.HOG0000404	OG0000069	n11					g2707.t1, g2709.t1, g2714.t1, g2715.t1, g2711.t1, g2710.t1, g2712.t1, g2708.t1, g2713.t1	
N2.HOG0000405	OG0000070	n1					g17373.t1, g17376.t1, g17375.t1	
N2.HOG0000406	OG0000070	n5					g17371.t1, g17374.t1, g17372.t1	
N2.HOG0000407	OG0000071	n8					g19170.t1	
N2.HOG0000408	OG0000071	n10					g17240.t1, g17260.t2, g17262.t1, g17261.t1, g17263.t1, g17250.t1, g17273.t1	
N2.HOG0000409	OG0000071	n19					g15113.t1, g15114.t1	
N2.HOG0000410	OG0000072	n0					g1634.t1, g1636.t1	
N2.HOG0000411	OG0000073	n1					g15744.t2	
N2.HOG0000412	OG0000073	n5					g18915.t1	
N2.HOG0000413	OG0000073	n10					g6701.t1	
N2.HOG0000414	OG0000073	n13					g9771.t1	
N2.HOG0000415	OG0000073	n18					g1238.t2	
N2.HOG0000416	OG0000074	n1					g4918.t1	
N2.HOG0000417	OG0000074	n9					g11517.t1	
N2.HOG0000418	OG0000074	n12					g11180.t2, g27.t1	
N2.HOG0000419	OG0000074	n19					g4736.t2	
N2.HOG0000420	OG0000075	n1					g10787.t1	
N2.HOG0000421	OG0000075	n6					g10786.t1	
N2.HOG0000422	OG0000075	n9					g11619.t1	
N2.HOG0000423	OG0000075	n14					g6452.t3	
N2.HOG0000424	OG0000075	n17					g4812.t2	
N2.HOG0000425	OG0000076	n1					g6258.t1	
N2.HOG0000426	OG0000076	n6					g13114.t2	
N2.HOG0000427	OG0000076	n14					g12072.t2	
N2.HOG0000428	OG0000076	n17					g84.t2	
N2.HOG0000429	OG0000076	n20					g4933.t6	
N2.HOG0000430	OG0000077	n1					g9737.t1	
N2.HOG0000431	OG0000077	n5					g7142.t1	
N2.HOG0000432	OG0000077	n8					g19238.t1	
N2.HOG0000433	OG0000077	n13					g16786.t1	
N2.HOG0000434	OG0000077	n16					g2669.t1	
N2.HOG0000435	OG0000077	n19					g5427.t1	
N2.HOG0000436	OG0000078	n1					g15296.t1	
N2.HOG0000437	OG0000078	n5					g19142.t3	
N2.HOG0000438	OG0000078	n10					g18540.t1	
N2.HOG0000439	OG0000078	n13					g19779.t1	
N2.HOG0000440	OG0000078	n17					g15029.t2	
N2.HOG0000441	OG0000078	n19					g20480.t1	
N2.HOG0000442	OG0000079	n1					g4013.t1	g22065.t1
N2.HOG0000443	OG0000079	n6					g3844.t2	g22229.t1
N2.HOG0000444	OG0000079	n11					g15052.t1	
N2.HOG0000445	OG0000079	n15					g9617.t1	
N2.HOG0000446	OG0000079	n18					g7270.t2	
N2.HOG0000447	OG0000080	n1					g2731.t1	
N2.HOG0000448	OG0000080	n8					g11891.t1	
N2.HOG0000449	OG0000080	n12					g10643.t1	
N2.HOG0000450	OG0000080	n16					g11135.t1	
N2.HOG0000451	OG0000080	n19					g16653.t1	
N2.HOG0000452	OG0000082	n8						g22738.t1
N2.HOG0000453	OG0000082	n9						g22703.t1, g22769.t1
N2.HOG0000454	OG0000082	n19					g14095.t1, g20666.t1, g10309.t1	
N2.HOG0000455	OG0000082	n21					g952.t1	g22613.t1
N2.HOG0000456	OG0000083	n1					g15647.t2	
N2.HOG0000457	OG0000083	n5					g18876.t1	
N2.HOG0000458	OG0000083	n10					g18926.t1	
N2.HOG0000459	OG0000083	n13					g19277.t1	
N2.HOG0000460	OG0000083	n16					g20723.t2	
N2.HOG0000461	OG0000083	n18					g1105.t4	
N2.HOG0000462	OG0000084	n4					g20672.t1, g13996.t1, g1098.t1, g7351.t1, g1097.t1, g14065.t1, g13949.t1, g3385.t1, g9510.t1, g5735.t1, g3409.t1, g13995.t1, g981.t1, g9511.t1	g21950.t1
N2.HOG0000463	OG0000084	n19					g5832.t1, g8698.t1	
N2.HOG0000464	OG0000085	n2					g15709.t1	
N2.HOG0000465	OG0000085	n6					g17962.t1	
N2.HOG0000466	OG0000085	n10					g5849.t1	
N2.HOG0000467	OG0000085	n13					g5236.t1	
N2.HOG0000468	OG0000085	n18					g15473.t2	
N2.HOG0000469	OG0000085	n20					g20864.t1	
N2.HOG0000470	OG0000086	n1					g20860.t3	
N2.HOG0000471	OG0000086	n6					g18258.t1	
N2.HOG0000472	OG0000086	n11					g18075.t20	
N2.HOG0000473	OG0000086	n14					g17005.t2	
N2.HOG0000474	OG0000086	n18					g5540.t2	
N2.HOG0000475	OG0000087	n1					g2928.t1, g8747.t1	
N2.HOG0000476	OG0000089	n1					g3759.t1	
N2.HOG0000477	OG0000089	n9					g10756.t1	
N2.HOG0000478	OG0000089	n11					g16352.t2	
