X_GENE_ID	CHROM	X_POS	ANC
rna-XM_040162909.1	chrXIX	213141	TRUE
rna-XM_040161680.1	chrXIX	7563373	TRUE
rna-XM_040163158.1	chrXIX	7579750	TRUE
rna-XM_040161589.1	chrXIX	15126656	TRUE
rna-XM_040163177.1	chrXIX	5771565	TRUE
rna-XM_040163351.1	chrXIX	13897675	TRUE
rna-XM_040162809.1	chrXIX	7155846	TRUE
rna-XM_040163660.1	chrXIX	10274438	FALSE
rna-XM_040163980.1	chrXIX	9286058	FALSE
rna-XM_040162914.1	chrXIX	6877969	TRUE
rna-XM_040163020.1	chrXIX	19428891	TRUE
rna-XM_040161848.1	chrXIX	12610193	TRUE
rna-XM_040163707.1	chrXIX	18166056	TRUE
rna-XM_040163114.1	chrXIX	1117212	FALSE
rna-XM_040162868.1	chrXIX	17747998	TRUE
rna-XM_040163999.1	chrXIX	9217966	TRUE
rna-XM_040162613.1	chrXIX	19583893	TRUE
rna-XM_040163713.1	chrXIX	18191494	TRUE
rna-XM_040164006.1	chrXIX	9275999	TRUE
rna-XM_040164013.1	chrXIX	9285109	TRUE
rna-XM_040162790.1	chrXIX	1648706	FALSE
rna-XM_040163738.1	chrXIX	19837887	TRUE
rna-XM_040163823.1	chrXIX	18218086	TRUE
rna-XM_040163125.1	chrXIX	12570710	TRUE
rna-XM_040161818.1	chrXIX	5639337	TRUE
rna-XM_040162453.1	chrXIX	17379832	TRUE
rna-XM_040163211.1	chrXIX	1159884	FALSE
rna-XM_040161703.1	chrXIX	16983794	TRUE
rna-XM_040161702.1	chrXIX	16969639	TRUE
rna-XM_040164070.1	chrXIX	14275281	TRUE
rna-XM_040162192.1	chrXIX	12425638	FALSE
rna-XM_040163250.1	chrXIX	9792787	TRUE
rna-XM_040162804.1	chrXIX	11235833	TRUE
rna-XM_040162802.1	chrXIX	11214364	TRUE
rna-XM_040163069.1	chrXIX	1219936	TRUE
rna-XM_040162956.1	chrXIX	17945893	TRUE
rna-XM_040162392.1	chrXIX	15143930	TRUE
rna-XM_040162856.1	chrXIX	17238153	TRUE
rna-XM_040162859.1	chrXIX	17274347	TRUE
rna-XM_040162855.1	chrXIX	17219622	TRUE
rna-XM_040163943.1	chrXIX	13230674	FALSE
rna-XM_040163620.1	chrXIX	104691	FALSE
rna-XM_040162683.1	chrXIX	18439832	TRUE
rna-XM_040162930.1	chrXIX	734409	TRUE
rna-XM_040161621.1	chrXIX	534065	TRUE
rna-XM_040163655.1	chrXIX	13966095	TRUE
rna-XM_040163787.1	chrXIX	8943002	TRUE
rna-XM_040161617.1	chrXIX	19396904	TRUE
rna-XM_040161738.1	chrXIX	17053040	TRUE
rna-XM_040163080.1	chrXIX	5930319	FALSE
rna-XM_040161709.1	chrXIX	17252087	FALSE
rna-XM_040161746.1	chrXIX	17285304	FALSE
rna-XM_040162858.1	chrXIX	17251129	FALSE
rna-XM_040161596.1	chrXIX	15078152	FALSE
rna-XM_040161604.1	chrXIX	15097334	FALSE
rna-XM_040161598.1	chrXIX	15082154	FALSE
rna-XM_040161600.1	chrXIX	15091658	FALSE
rna-XM_040163647.1	chrXIX	15368462	TRUE
rna-XM_040162094.1	chrXIX	17848484	FALSE
rna-XM_040162748.1	chrXIX	15520204	TRUE
rna-XM_040162332.1	chrXIX	878927	TRUE
rna-XM_040162711.1	chrXIX	15847727	TRUE
rna-XM_040161862.1	chrXIX	13324925	FALSE
rna-XM_040163551.1	chrXIX	15898066	TRUE
rna-XM_040163566.1	chrXIX	15568718	TRUE
rna-XM_040161772.1	chrXIX	17200773	TRUE
rna-XM_040163388.1	chrXIX	16345897	TRUE
rna-XM_040161580.1	chrXIX	16738503	TRUE
rna-XM_040163147.1	chrXIX	6901	FALSE
rna-XM_040162330.1	chrXIX	14114970	FALSE
rna-XM_040163515.1	chrXIX	19661135	FALSE
rna-XM_040162576.1	chrXIX	5439728	TRUE
rna-XM_040162905.1	chrXIX	14353610	TRUE
rna-XM_040163220.1	chrXIX	11426968	TRUE
rna-XM_040163744.1	chrXIX	10981337	TRUE
rna-XM_040162416.1	chrXIX	7353507	TRUE
rna-XM_040162525.1	chrXIX	12292045	TRUE
rna-XM_040162627.1	chrXIX	15973385	TRUE
rna-XM_040163117.1	chrXIX	16117529	TRUE
rna-XM_040162063.1	chrXIX	15447368	TRUE
rna-XM_040162116.1	chrXIX	19904106	TRUE
rna-XM_040163637.1	chrXIX	18280537	TRUE
rna-XM_040163196.1	chrXIX	14631962	TRUE
rna-XM_040162026.1	chrXIX	17522455	FALSE
rna-XM_040163968.1	chrXIX	9131126	TRUE
rna-XM_040162852.1	chrXIX	16476614	TRUE
rna-XM_040163330.1	chrXIX	16164368	TRUE
rna-XM_040162677.1	chrXIX	15050555	FALSE
rna-XM_040162567.1	chrXIX	14905755	TRUE
rna-XM_040163182.1	chrXIX	1636068	FALSE
rna-XM_040162033.1	chrXIX	19311092	FALSE
rna-XM_040162188.1	chrXIX	12440737	FALSE
rna-XM_040161767.1	chrXIX	17294321	TRUE
rna-XM_040161712.1	chrXIX	17301737	TRUE
rna-XM_040163281.1	chrXIX	13622399	TRUE
rna-XM_040163084.1	chrXIX	13347097	TRUE
rna-XM_040162847.1	chrXIX	14225307	TRUE
rna-XM_040162849.1	chrXIX	14824033	TRUE
rna-XM_040162274.1	chrXIX	14860598	TRUE
rna-XM_040163152.1	chrXIX	7568547	FALSE
rna-XM_040162963.1	chrXIX	14669681	FALSE
rna-XM_040163059.1	chrXIX	18800255	TRUE
rna-XM_040163990.1	chrXIX	9334744	TRUE
rna-XM_040162558.1	chrXIX	12382960	TRUE
rna-XM_040162826.1	chrXIX	14955962	TRUE
rna-XM_040162772.1	chrXIX	18296994	TRUE
rna-XM_040163139.1	chrXIX	5822201	TRUE
rna-XM_040163367.1	chrXIX	5601169	TRUE
rna-XM_040162747.1	chrXIX	12552214	TRUE
rna-XM_040163171.1	chrXIX	17495046	TRUE
rna-XM_040162608.1	chrXIX	19132342	TRUE
rna-XM_040162486.1	chrXIX	7552302	TRUE
rna-XM_040163870.1	chrXIX	11818724	FALSE
rna-XM_040162829.1	chrXIX	14948330	TRUE
rna-XM_040163057.1	chrXIX	11778458	TRUE
rna-XM_040163561.1	chrXIX	15540414	TRUE
rna-XM_040161730.1	chrXIX	17121681	TRUE
rna-XM_040163810.1	chrXIX	13178313	TRUE
rna-XM_040163873.1	chrXIX	2902338	TRUE
rna-XM_040163306.1	chrXIX	2745065	TRUE
rna-XM_040163411.1	chrXIX	14877110	TRUE
rna-XM_040163305.1	chrXIX	16697370	TRUE
rna-XM_040162157.1	chrXIX	16195410	TRUE
rna-XM_040163623.1	chrXIX	17669919	TRUE
rna-XM_040163159.1	chrXIX	17556992	TRUE
rna-XM_040162029.1	chrXIX	17511632	TRUE
rna-XM_040162709.1	chrXIX	15866262	TRUE
rna-XM_040162559.1	chrXIX	1755149	FALSE
rna-XM_040162562.1	chrXIX	1735038	FALSE
rna-XM_040163302.1	chrXIX	3432833	FALSE
rna-XM_040161759.1	chrXIX	17020263	FALSE
rna-XM_040161594.1	chrXIX	15114238	TRUE
rna-XM_040161595.1	chrXIX	15106462	TRUE
rna-XM_040161860.1	chrXIX	4359295	FALSE
rna-XM_040163717.1	chrXIX	20442984	TRUE
rna-XM_040162577.1	chrXIX	5437190	FALSE
rna-XM_040162032.1	chrXIX	19323003	TRUE
rna-XM_040162266.1	chrXIX	13450535	TRUE
rna-XM_040163144.1	chrXIX	19816545	FALSE
rna-XM_040163586.1	chrXIX	19768127	TRUE
rna-XM_040164049.1	chrXIX	9239044	FALSE
rna-XM_040163276.1	chrXIX	4924998	TRUE
rna-XM_040163221.1	chrXIX	15678616	TRUE
rna-XM_040163705.1	chrXIX	18131913	TRUE
rna-XM_040162876.1	chrXIX	13759094	TRUE
rna-XM_040162667.1	chrXIX	1336768	FALSE
rna-XM_040163677.1	chrXIX	1587356	FALSE
rna-XM_040163804.1	chrXIX	1474279	FALSE
rna-XM_040163467.1	chrXIX	11641639	TRUE
rna-XM_040161786.1	chrXIX	16994218	TRUE
rna-XM_040161797.1	chrXIX	16966993	TRUE
rna-XM_040162245.1	chrXIX	15235103	FALSE
rna-XM_040162147.1	chrXIX	18008784	TRUE
rna-XM_040162924.1	chrXIX	14316777	TRUE
rna-XM_040163742.1	chrXIX	15965633	FALSE
rna-XM_040163800.1	chrXIX	15032077	TRUE
rna-XM_040162500.1	chrXIX	12467479	TRUE
rna-XM_040162180.1	chrXIX	12432203	FALSE
rna-XM_040162951.1	chrXIX	17926606	TRUE
rna-XM_040163167.1	chrXIX	11992585	FALSE
rna-XM_040163920.1	chrXIX	4617282	TRUE
rna-XM_040163752.1	chrXIX	3362110	FALSE
rna-XM_040163801.1	chrXIX	3352813	FALSE
rna-XM_040162973.1	chrXIX	18095926	TRUE
rna-XM_040162976.1	chrXIX	18092967	TRUE
rna-XM_040161716.1	chrXIX	17348553	TRUE
rna-XM_040161803.1	chrXIX	17042645	TRUE
rna-XM_040163961.1	chrXIX	16560854	TRUE
rna-XM_040163666.1	chrXIX	16652038	TRUE
rna-XM_040161635.1	chrXIX	595065	FALSE
rna-XM_040163674.1	chrXIX	4770957	FALSE
rna-XM_040162282.1	chrXIX	16318309	FALSE
rna-XM_040163761.1	chrXIX	14649044	FALSE
rna-XM_040164041.1	chrXIX	9406761	TRUE
rna-XM_040162990.1	chrXIX	16684865	FALSE
rna-XM_040161581.1	chrXIX	16720855	FALSE
rna-XM_040162941.1	chrXIX	802147	FALSE
rna-XM_040162085.1	chrXIX	17830951	FALSE
rna-XM_040162949.1	chrXIX	841550	FALSE
rna-XM_040162945.1	chrXIX	844143	FALSE
rna-XM_040163293.1	chrXIX	2256687	TRUE
rna-XM_040163076.1	chrXIX	2240206	TRUE
rna-XM_040163925.1	chrXIX	4718368	TRUE
rna-XM_040162498.1	chrXIX	10968927	TRUE
rna-XM_040163669.1	chrXIX	11442113	TRUE
rna-XM_040162977.1	chrXIX	11275224	TRUE
rna-XM_040162761.1	chrXIX	12936864	TRUE
rna-XM_040162316.1	chrXIX	12820773	TRUE
rna-XM_040162585.1	chrXIX	12536437	FALSE
rna-XM_040162722.1	chrXIX	18408877	TRUE
rna-XM_040162723.1	chrXIX	18405408	TRUE
rna-XM_040162357.1	chrXIX	18471938	FALSE
rna-XM_040162099.1	chrXIX	19878090	TRUE
rna-XM_040163812.1	chrXIX	14169082	TRUE
rna-XM_040163209.1	chrXIX	14553533	TRUE
rna-XM_040162423.1	chrXIX	14767702	TRUE
rna-XM_040162277.1	chrXIX	14844386	TRUE
rna-XM_040162278.1	chrXIX	14837389	TRUE
rna-XM_040162881.1	chrXIX	15347546	TRUE
rna-XM_040162704.1	chrXIX	15316525	FALSE
rna-XM_040162061.1	chrXIX	15469712	TRUE
rna-XM_040163308.1	chrXIX	15478639	FALSE
rna-XM_040163564.1	chrXIX	15578866	TRUE
rna-XM_040162587.1	chrXIX	15591772	TRUE
rna-XM_040163897.1	chrXIX	4704243	FALSE
rna-XM_040163506.1	chrXIX	4250846	FALSE
rna-XM_040162969.1	chrXIX	19028457	TRUE
rna-XM_040162570.1	chrXIX	14897759	TRUE
rna-XM_040162406.1	chrXIX	1436835	FALSE
rna-XM_040162295.1	chrXIX	1419605	FALSE
rna-XM_040163733.1	chrXIX	16628204	TRUE
rna-XM_040161873.1	chrXIX	13299759	FALSE
rna-XM_040163266.1	chrXIX	13141620	TRUE
rna-XM_040162293.1	chrXIX	1374023	FALSE
rna-XM_040162712.1	chrXIX	1776327	FALSE
rna-XM_040163067.1	chrXIX	914377	TRUE
rna-XM_040162943.1	chrXIX	857956	TRUE
rna-XM_040162928.1	chrXIX	718228	TRUE
rna-XM_040162779.1	chrXIX	686646	TRUE
rna-XM_040161679.1	chrXIX	575771	TRUE
rna-XM_040162777.1	chrXIX	569399	TRUE
rna-XM_040162995.1	chrXIX	1957080	TRUE
rna-XM_040161564.1	chrXIX	1916911	TRUE
rna-XM_040161571.1	chrXIX	1912691	TRUE
rna-XM_040163720.1	chrXIX	89058	TRUE
rna-XM_040163792.1	chrXIX	5587936	TRUE
rna-XM_040163369.1	chrXIX	5598486	TRUE
rna-XM_040162842.1	chrXIX	10985080	TRUE
rna-XM_040163218.1	chrXIX	11430641	TRUE
rna-XM_040162343.1	chrXIX	10852317	TRUE
rna-XM_040162734.1	chrXIX	10552053	TRUE
rna-XM_040163206.1	chrXIX	7434379	TRUE
rna-XM_040163398.1	chrXIX	11822424	TRUE
rna-XM_040163464.1	chrXIX	6891864	TRUE
rna-XM_040163346.1	chrXIX	17469880	TRUE
rna-XM_040161783.1	chrXIX	17210938	TRUE
rna-XM_040161785.1	chrXIX	17190905	TRUE
rna-XM_040162171.1	chrXIX	16777686	TRUE
rna-XM_040162172.1	chrXIX	16771522	TRUE
rna-XM_040162302.1	chrXIX	12837204	TRUE
rna-XM_040162578.1	chrXIX	12514826	FALSE
rna-XM_040163631.1	chrXIX	18255686	TRUE
rna-XM_040163638.1	chrXIX	18274427	FALSE
rna-XM_040162863.1	chrXIX	18711702	TRUE
rna-XM_040162888.1	chrXIX	18888576	TRUE
rna-XM_040163371.1	chrXIX	18901953	TRUE
rna-XM_040164072.1	chrXIX	19000364	TRUE
rna-XM_040163146.1	chrXIX	19008513	TRUE
rna-XM_040163821.1	chrXIX	19012631	FALSE
rna-XM_040161612.1	chrXIX	19331869	TRUE
rna-XM_040163575.1	chrXIX	19758886	TRUE
rna-XM_040162114.1	chrXIX	19926810	TRUE
rna-XM_040162904.1	chrXIX	19931746	TRUE
rna-XM_040163416.1	chrXIX	20120003	TRUE
rna-XM_040163054.1	chrXIX	15938336	TRUE
rna-XM_040163113.1	chrXIX	15955389	TRUE
rna-XM_040163600.1	chrXIX	16056185	TRUE
rna-XM_040163755.1	chrXIX	16074852	TRUE
rna-XM_040163684.1	chrXIX	16590868	TRUE
rna-XM_040163271.1	chrXIX	13376816	FALSE
rna-XM_040163272.1	chrXIX	13379464	FALSE
rna-XM_040163273.1	chrXIX	13392824	TRUE
rna-XM_040162845.1	chrXIX	13534064	TRUE
rna-XM_040164065.1	chrXIX	14280802	TRUE
rna-XM_040162925.1	chrXIX	14324497	TRUE
rna-XM_040163728.1	chrXIX	14602083	FALSE
rna-XM_040162960.1	chrXIX	14661470	TRUE
rna-XM_040162679.1	chrXIX	15188232	TRUE
rna-XM_040162851.1	chrXIX	15438036	TRUE
rna-XM_040161753.1	chrXIX	17140954	TRUE
rna-XM_040163913.1	chrXIX	4676449	TRUE
rna-XM_040162688.1	chrXIX	18435697	FALSE
rna-XM_040161842.1	chrXIX	15616153	FALSE
rna-XM_040163944.1	chrXIX	13241229	TRUE
rna-XM_040163643.1	chrXIX	16246622	FALSE
rna-XM_040163794.1	chrXIX	1198531	TRUE
rna-XM_040163519.1	chrXIX	1324301	FALSE
rna-XM_040163518.1	chrXIX	1323366	FALSE
rna-XM_040162664.1	chrXIX	1352848	FALSE
rna-XM_040162297.1	chrXIX	1428514	FALSE
rna-XM_040162789.1	chrXIX	1424834	FALSE
rna-XM_040162522.1	chrXIX	1670396	FALSE
rna-XM_040163138.1	chrXIX	4402614	TRUE
rna-XM_040162243.1	chrXIX	4321182	TRUE
rna-XM_040163491.1	chrXIX	1090851	TRUE
rna-XM_040163480.1	chrXIX	1084482	TRUE
rna-XM_040163478.1	chrXIX	1067811	TRUE
rna-XM_040163490.1	chrXIX	1064243	TRUE
rna-XM_040163481.1	chrXIX	1058913	TRUE
rna-XM_040163479.1	chrXIX	1054693	TRUE
rna-XM_040162782.1	chrXIX	1017972	TRUE
rna-XM_040163740.1	chrXIX	1011633	TRUE
rna-XM_040163625.1	chrXIX	907692	TRUE
rna-XM_040163313.1	chrXIX	866078	TRUE
rna-XM_040162946.1	chrXIX	847940	TRUE
rna-XM_040162781.1	chrXIX	807220	TRUE
rna-XM_040162938.1	chrXIX	798916	TRUE
rna-XM_040162937.1	chrXIX	785948	TRUE
rna-XM_040162934.1	chrXIX	757801	TRUE
rna-XM_040162935.1	chrXIX	742319	TRUE
rna-XM_040162931.1	chrXIX	729348	TRUE
rna-XM_040162933.1	chrXIX	722184	TRUE
rna-XM_040162780.1	chrXIX	700598	TRUE
rna-XM_040161650.1	chrXIX	605396	TRUE
rna-XM_040162778.1	chrXIX	602149	TRUE
rna-XM_040161651.1	chrXIX	592211	TRUE
rna-XM_040161637.1	chrXIX	587697	TRUE
rna-XM_040161642.1	chrXIX	578759	TRUE
rna-XM_040161655.1	chrXIX	561569	TRUE
rna-XM_040161646.1	chrXIX	551268	TRUE
rna-XM_040161653.1	chrXIX	529931	TRUE
rna-XM_040162815.1	chrXIX	4656868	TRUE
rna-XM_040162506.1	chrXIX	2386489	TRUE
rna-XM_040162505.1	chrXIX	2377479	TRUE
rna-XM_040163493.1	chrXIX	2366984	TRUE
rna-XM_040162817.1	chrXIX	2330631	TRUE
rna-XM_040163656.1	chrXIX	2289012	TRUE
rna-XM_040163024.1	chrXIX	2273649	TRUE
rna-XM_040161577.1	chrXIX	1939925	TRUE
rna-XM_040163222.1	chrXIX	2697956	TRUE
rna-XM_040162727.1	chrXIX	3053462	TRUE
rna-XM_040163589.1	chrXIX	3119505	TRUE
rna-XM_040162769.1	chrXIX	3281681	TRUE
rna-XM_040163235.1	chrXIX	3328679	TRUE
rna-XM_040163644.1	chrXIX	3759989	TRUE
rna-XM_040162442.1	chrXIX	25959	FALSE
rna-XM_040163238.1	chrXIX	4751268	TRUE
rna-XM_040163199.1	chrXIX	4899879	TRUE
rna-XM_040161824.1	chrXIX	5645995	TRUE
rna-XM_040161814.1	chrXIX	5649446	TRUE
rna-XM_040161827.1	chrXIX	5660330	TRUE
rna-XM_040161812.1	chrXIX	5662889	TRUE
rna-XM_040163472.1	chrXIX	5757961	TRUE
rna-XM_040163178.1	chrXIX	5778733	TRUE
rna-XM_040163083.1	chrXIX	5916768	TRUE
rna-XM_040163032.1	chrXIX	6124942	TRUE
rna-XM_040163528.1	chrXIX	6388113	TRUE
rna-XM_040163538.1	chrXIX	6399384	TRUE
rna-XM_040163096.1	chrXIX	6573242	TRUE
rna-XM_040162912.1	chrXIX	6873160	TRUE
rna-XM_040163216.1	chrXIX	11434861	TRUE
rna-XM_040163217.1	chrXIX	11424048	TRUE
rna-XM_040161981.1	chrXIX	11418049	TRUE
rna-XM_040163499.1	chrXIX	11127114	TRUE
rna-XM_040162736.1	chrXIX	10546125	TRUE
rna-XM_040163571.1	chrXIX	9903631	TRUE
rna-XM_040163259.1	chrXIX	9805504	TRUE
rna-XM_040162012.1	chrXIX	9752593	TRUE
rna-XM_040162002.1	chrXIX	9730130	TRUE
rna-XM_040163618.1	chrXIX	9437179	TRUE
rna-XM_040163986.1	chrXIX	9420244	TRUE
rna-XM_040162839.1	chrXIX	9353724	TRUE
rna-XM_040164014.1	chrXIX	9085711	TRUE
rna-XM_040163365.1	chrXIX	8951189	TRUE
rna-XM_040162074.1	chrXIX	8655620	TRUE
rna-XM_040161947.1	chrXIX	8475092	TRUE
rna-XM_040161953.1	chrXIX	8460998	TRUE
rna-XM_040161914.1	chrXIX	7848532	TRUE
rna-XM_040161695.1	chrXIX	7787264	TRUE
rna-XM_040161698.1	chrXIX	7779949	TRUE
rna-XM_040163869.1	chrXIX	7747036	TRUE
rna-XM_040163867.1	chrXIX	7742385	TRUE
rna-XM_040162482.1	chrXIX	7559248	TRUE
rna-XM_040163207.1	chrXIX	7426031	TRUE
rna-XM_040163750.1	chrXIX	6992943	TRUE
rna-XM_040163079.1	chrXIX	6922502	TRUE
rna-XM_040161562.1	chrXIX	11808662	TRUE
rna-XM_040163791.1	chrXIX	11764950	TRUE
rna-XM_040163737.1	chrXIX	11730581	TRUE
rna-XM_040162548.1	chrXIX	12388399	TRUE
rna-XM_040162526.1	chrXIX	12286618	TRUE
rna-XM_040161618.1	chrXIX	11901298	TRUE
rna-XM_040162183.1	chrXIX	12438018	TRUE
rna-XM_040163703.1	chrXIX	18122238	TRUE
rna-XM_040163790.1	chrXIX	18109612	TRUE
rna-XM_040162970.1	chrXIX	18098747	TRUE
rna-XM_040162860.1	chrXIX	18082455	TRUE
rna-XM_040162503.1	chrXIX	18063208	TRUE
rna-XM_040162143.1	chrXIX	18018702	TRUE
rna-XM_040162141.1	chrXIX	18001593	TRUE
rna-XM_040163423.1	chrXIX	17974744	TRUE
rna-XM_040162800.1	chrXIX	17965495	TRUE
rna-XM_040162798.1	chrXIX	17962150	TRUE
rna-XM_040162797.1	chrXIX	17955199	TRUE
rna-XM_040163449.1	chrXIX	17860879	TRUE
rna-XM_040162097.1	chrXIX	17828344	TRUE
rna-XM_040162869.1	chrXIX	17745004	TRUE
rna-XM_040162864.1	chrXIX	17724737	TRUE
rna-XM_040162023.1	chrXIX	17547845	TRUE
rna-XM_040162015.1	chrXIX	17532431	TRUE
rna-XM_040162025.1	chrXIX	17528454	TRUE
rna-XM_040163343.1	chrXIX	17474009	TRUE
rna-XM_040162446.1	chrXIX	17372115	TRUE
rna-XM_040161770.1	chrXIX	17363577	TRUE
rna-XM_040161757.1	chrXIX	17340917	TRUE
rna-XM_040161756.1	chrXIX	17326596	TRUE
rna-XM_040161777.1	chrXIX	17316427	TRUE
rna-XM_040161741.1	chrXIX	17311217	TRUE
rna-XM_040161794.1	chrXIX	17171473	TRUE
rna-XM_040161743.1	chrXIX	17155595	TRUE
rna-XM_040161768.1	chrXIX	17150431	TRUE
rna-XM_040161789.1	chrXIX	17086504	TRUE
rna-XM_040161796.1	chrXIX	17047433	TRUE
rna-XM_040161802.1	chrXIX	17033330	TRUE
rna-XM_040162854.1	chrXIX	17030260	TRUE
rna-XM_040161771.1	chrXIX	17008178	TRUE
rna-XM_040161711.1	chrXIX	16998845	TRUE
rna-XM_040161795.1	chrXIX	16963902	TRUE
rna-XM_040161707.1	chrXIX	16949415	TRUE
rna-XM_040163627.1	chrXIX	16917458	TRUE
rna-XM_040163089.1	chrXIX	16902128	TRUE
rna-XM_040163446.1	chrXIX	16796774	TRUE
rna-XM_040162164.1	chrXIX	16782306	TRUE
rna-XM_040163278.1	chrXIX	16760343	TRUE
rna-XM_040163507.1	chrXIX	16754386	TRUE
rna-XM_040162984.1	chrXIX	16689574	TRUE
rna-XM_040163661.1	chrXIX	13270198	TRUE
rna-XM_040163663.1	chrXIX	13267124	TRUE
rna-XM_040163950.1	chrXIX	13258306	TRUE
rna-XM_040163952.1	chrXIX	13255642	TRUE
rna-XM_040163397.1	chrXIX	13211991	TRUE
rna-XM_040162694.1	chrXIX	13099747	TRUE
rna-XM_040162696.1	chrXIX	13075111	TRUE
rna-XM_040162877.1	chrXIX	13055628	TRUE
rna-XM_040162767.1	chrXIX	12935390	TRUE
rna-XM_040163612.1	chrXIX	12918897	TRUE
rna-XM_040163614.1	chrXIX	12906862	TRUE
rna-XM_040163168.1	chrXIX	12727401	TRUE
rna-XM_040163960.1	chrXIX	12720580	TRUE
rna-XM_040161853.1	chrXIX	12646334	TRUE
rna-XM_040163698.1	chrXIX	18152578	TRUE
rna-XM_040163710.1	chrXIX	18159455	TRUE
rna-XM_040163822.1	chrXIX	18206962	TRUE
rna-XM_040161701.1	chrXIX	18351289	TRUE
rna-XM_040162721.1	chrXIX	18412794	TRUE
rna-XM_040162862.1	chrXIX	18423162	FALSE
rna-XM_040163047.1	chrXIX	18450799	TRUE
rna-XM_040162791.1	chrXIX	18548522	TRUE
rna-XM_040163820.1	chrXIX	18787195	TRUE
rna-XM_040162328.1	chrXIX	19094565	TRUE
rna-XM_040162326.1	chrXIX	19109651	TRUE
rna-XM_040163245.1	chrXIX	19275427	TRUE
rna-XM_040162038.1	chrXIX	19303272	TRUE
rna-XM_040161613.1	chrXIX	19336190	TRUE
rna-XM_040161605.1	chrXIX	19338553	TRUE
rna-XM_040161611.1	chrXIX	19389995	TRUE
rna-XM_040163016.1	chrXIX	19448028	TRUE
rna-XM_040163017.1	chrXIX	19452394	TRUE
rna-XM_040163696.1	chrXIX	19458333	TRUE
rna-XM_040162609.1	chrXIX	19579060	TRUE
rna-XM_040163583.1	chrXIX	19734998	TRUE
rna-XM_040163587.1	chrXIX	19790174	TRUE
rna-XM_040162117.1	chrXIX	19921118	TRUE
rna-XM_040163668.1	chrXIX	19951277	TRUE
rna-XM_040163249.1	chrXIX	20017711	TRUE
rna-XM_040163797.1	chrXIX	20036971	TRUE
rna-XM_040163795.1	chrXIX	20044346	TRUE
rna-XM_040163798.1	chrXIX	20061075	TRUE
rna-XM_040163248.1	chrXIX	15808689	TRUE
rna-XM_040162710.1	chrXIX	15860610	TRUE
rna-XM_040163556.1	chrXIX	15891984	TRUE
rna-XM_040163462.1	chrXIX	16061251	TRUE
rna-XM_040163328.1	chrXIX	16150505	TRUE
rna-XM_040162148.1	chrXIX	16173178	FALSE
rna-XM_040162344.1	chrXIX	16231530	TRUE
rna-XM_040163102.1	chrXIX	16256213	TRUE
rna-XM_040163390.1	chrXIX	16343773	TRUE
rna-XM_040163379.1	chrXIX	16352322	TRUE
rna-XM_040162993.1	chrXIX	16472611	TRUE
rna-XM_040163401.1	chrXIX	16647779	TRUE
rna-XM_040163664.1	chrXIX	16663551	TRUE
rna-XM_040162055.1	chrXIX	16673279	TRUE
rna-XM_040161872.1	chrXIX	13320788	TRUE
rna-XM_040163086.1	chrXIX	13341470	TRUE
rna-XM_040162269.1	chrXIX	13479530	TRUE
rna-XM_040162690.1	chrXIX	13486541	TRUE
rna-XM_040163727.1	chrXIX	13595269	TRUE
