ChrGa	Start	End	GeneGa	GeneGw	ChrGw	Start	End	NCBI_gene	Ensemble_ID	Ensemble_Human_ID	HIindex	Strata Group
NC_053223.1	5131925	5137075	rna-XM_040192352.1	g4029.t1	chr12	7043775	7049251	120828777	ENSGACG00000012046	ENSG00000130590	0.027858353	S5	1n
NC_053223.1	5311274	5318882	rna-XM_040193021.1	g4049.t1	chr12	7231451	7237384	120829152	ENSGACG00000011834	ENSG00000117153	0.246896471	S5	2n
NC_053223.1	5319194	5325331	rna-XM_040193022.1	g4050.t2	chr12	7238852	7243857	120829153	ENSGACG00000011828	ENSG00000196396	0.713424588	S5	1n-2n
NC_053223.1	5334826	5336497	rna-XM_040192463.1	g4051.t1	chr12	7255313	7256251	120828833	ENSGACG00000024967	ENSG00000172216	0.637441971	S5	1n
NC_053223.1	5347566	5351450	rna-XM_040192460.1	g4055.t1	chr12	7268940	7270757	120828832	ENSGACG00000011805	ENSG00000101276	0.03235116	S5	2n
NC_053223.1	5394143	5397205	rna-XM_040193557.1	g4057.t1	chr12	7314424	7315285	120829452	ENSGACG00000028900	ENSG00000271303	0.070466964	S5	2n
NC_053223.1	5450314	5456333	rna-XM_040192311.1	g4063.t1	chr12	7372079	7375306	120828755	ENSGACG00000036584	ENSG00000166860	0.189231295	S5	2n
NC_053223.1	5477276	5482962	rna-XM_040193652.1	g4065.t1	chr12	7398812	7403922	120829506	ENSGACG00000011730	ENSG00000135452	0.158127052	S5	2n
NC_053223.1	5511865	5520183	rna-XM_040192436.1	g4068.t1	chr12	7438462	7444701	120828821	ENSGACG00000011678	ENSG00000175215	0.553853126	S5	2n
NC_053223.1	5521139	5525619	rna-XM_040194541.1	g4069.t1	chr12	7448403	7450821	120829927	ENSGACG00000011650	ENSG00000139644	0.530534748	S5	2n
NC_053223.1	5552713	5559839	rna-XM_040194540.1	g4071.t1	chr12	7480426	7485487	120829926	ENSGACG00000011630	ENSG00000139620	0.412689971	S5	2n
NC_053223.1	5560289	5567309	rna-XM_040194544.1	g4072.t1	chr12	7488780	7493923	120829929	ENSGACG00000011626	ENSG00000129315	0.315648656	S5	2n
NC_053223.1	5567825	5573613	rna-XM_040194562.1	g4073.t1	chr12	7495685	7500385	120829938	ENSGACG00000011615	ENSG00000205323	0.570695792	S5	2n
NC_053223.1	5598589	5612318	rna-XM_040194543.1	g4079.t1	chr12	7527170	7538012	120829928	ENSGACG00000011519	ENSG00000149596	0.093878237	S5	2n
NC_053223.1	5612744	5624401	rna-XM_040194558.1	g4080.t1	chr12	7539858	7548130	120829936	ENSGACG00000011509	ENSG00000124194	0.298611091	S5	2n
NC_053223.1	5624047	5638185	rna-XM_040194561.1	g4081.t1	chr12	7552541	7553987	120829937	ENSGACG00000026879	ENSG00000197296	0.107362781	S5	2n
NC_053223.1	5641439	5646939	rna-XM_040194547.1	g4082.t1	chr12	7568651	7573298	120829931	ENSGACG00000011485	ENSG00000101076	0.998552608	S5	2n
NC_053223.1	5647887	5653622	rna-XM_040194100.1	g4083.t1	chr12	7576186	7579580	120829731	ENSGACG00000011479	ENSG00000124120	0.139429923	S5	2n
NC_053223.1	5673056	5683167	rna-XM_040193276.1	g4085.t1	chr12	7599646	7609210	120829291	ENSGACG00000011456	ENSG00000196839	0.574821556	S5	2n
NC_053223.1	5724868	5731889	rna-XM_040194072.1	g4091.t1	chr12	7651963	7656043	120829713	ENSGACG00000011384	ENSG00000203879	0.264243897	S5	2n
NC_053223.1	5739155	5742908	rna-XM_040194073.1	g4094.t1	chr12	7662949	7666148	120829714	ENSGACG00000011366	ENSG00000137413	0.585585633	S5	2n
NC_053223.1	5760181	5775090	rna-XM_040193272.1	g4097.t2	chr12	7682082	7695157	120829288	ENSGACG00000011353	ENSG00000135596	0.060557451	S5	1n-2n
NC_053223.1	5801446	5806373	rna-XM_040192259.1	g4100.t1	chr12	7725546	7729215	120828727	ENSGACG00000011338	ENSG00000158828	0.157698112	S5	2n
NC_053223.1	5839522	5842467	rna-XM_040194205.1	g4103.t1	chr12	7763316	7764323	120829785	ENSGACG00000025649	ENSG00000183114	0.069545706	S5	2n
NC_053223.1	5849245	5854343	rna-XM_040193911.1	g4104.t1	chr12	7772514	7774090	120829626	ENSGACG00000027888	ENSG00000090432	0.444185959	S5	2n
NC_053223.1	5856688	5875693	rna-XM_040193910.1	g4105.t1	chr12	7781378	7795491	120829625	ENSGACG00000011296	ENSG00000158816	0.101434599	S5	2n
NC_053223.1	5882016	5883988	rna-XM_040192429.1	g4108.t1	chr12	7811297	7811995	120828816	ENSGACG00000033708	ENSG00000162543	0.009452289	S5	2n
NC_053223.1	5961856	5966951	rna-XM_040192458.1	g4115.t1	chr12	7894301	7897015	120828830	ENSGACG00000011217	ENSG00000078808	0.055745044	S5	2n
NC_053223.1	6004718	6046054	rna-XM_040193707.1	g4118.t2	chr12	7940912	7981385	120829529	ENSGACG00000011194	ENSG00000134207	0.295725344	S5	1n-2n
NC_053223.1	6061609	6070278	rna-XM_040193737.1	g4119.t1	chr12	7999870	8003846	120829542	ENSGACG00000011193	ENSG00000162413	0.133733389	S5	2n
NC_053223.1	6069854	6075178	rna-XM_040193732.1	g4120.t2	chr12	8006123	8010043	120829540	ENSGACG00000011187	ENSG00000204859	0.115299339	S5	1n-2n
NC_053223.1	6075815	6081866	rna-XM_040193736.1	g4121.t2	chr12	8014491	8019375	120829541	ENSGACG00000011186	ENSG00000162408	0.006191219	S5	1n-2n
NC_053223.1	6088970	6133007	rna-XM_040193721.1	g4122.t2	chr12	8027818	8068495	120829537	ENSGACG00000011168	ENSG00000171680	0.089142176	S5	1n-2n
NC_053223.1	6166449	6189256	rna-XM_040193731.1	g4126.t1	chr12	8103432	8124494	120829539	ENSGACG00000025846	ENSG00000054803	0.435802409	S5	2n
NC_053223.1	6192332	6197432	rna-XM_040193740.1	g4127.t1	chr12	8128716	8130701	120829545	ENSGACG00000025846	ENSG00000054803	0.435802409	S5	2n
NC_053223.1	6222686	6225255	rna-XM_040194089.1	g4129.t1	chr12	8162980	8165011	120829722	ENSGACG00000037977	ENSG00000101132	0.514752292	S5	2n
NC_053223.1	6366621	6370230	rna-XM_040194165.1	g4134.t1	chr12	8309095	8311786	120829769	ENSGACG00000036347	ENSG00000020256	0.203128314	S5	1n-2n
NC_053223.1	6391210	6398640	rna-XM_040194256.1	g4135.t1	chr12	8333232	8338780	120829802	ENSGACG00000011124	ENSG00000101115	0.188577615	S5	1n-2n
NC_053223.1	6399629	6424204	rna-XM_040193474.1	g4136.t1	chr12	8341377	8364744	120829412	ENSGACG00000011089	ENSG00000054793	0.17091233	S5	2n
NC_053223.1	6456411	6465251	rna-XM_040194186.1	g4138.t1	chr12	8404886	8408071	120829779	ENSGACG00000011084	ENSG00000026559	0.273220874	S5	2n
NC_053223.1	6493689	6498027	rna-XM_040192303.1	g4139.t1	chr12	8436810	8439482	120828750	ENSGACG00000011061	ENSG00000116771	0.096094359	S5	1n-2n
NC_053223.1	6501942	6578247	rna-XM_040192286.1	g4140.t9	chr12	8445267	8517957	120828747	ENSGACG00000011047	ENSG00000142798	0.106943421	S5	1n-2n
NC_053223.1	6677154	6682007	rna-XM_040193102.1	g4143.t2	chr12	8622602	8626887	120829184	ENSGACG00000011031	ENSG00000081019	0.687308413	S5	1n-2n
NC_053223.1	7001955	7012858	rna-XM_040192488.1	g4150.t1	chr12	8970904	8976698	120828847	ENSGACG00000011000	ENSG00000174502	0.075779627	S5	1n-2n
NC_053223.1	7012989	7015423	rna-XM_040192491.1	g4151.t1	chr12	8978695	8979612	120828849	ENSGACG00000037436	ENSG00000211584	0.136160416	S5	2n
NC_053223.1	7020161	7035319	rna-XM_040192483.1	g4152.t1	chr12	8984911	8998943	120828846	ENSGACG00000010990	ENSG00000079337	0.151971054	S5	1n-2n
NC_053223.1	7085221	7093737	rna-XM_040193527.1	g4154.t3	chr12	9066129	9069407	120829437	ENSGACG00000034664	ENSG00000110925	0.242112358	S5	2n
NC_053223.1	7094090	7103048	rna-XM_040193529.1	g4155.t1	chr12	9073450	9081078	120829439	ENSGACG00000010929	ENSG00000135457	0.675157081	S5	2n
NC_053223.1	7103245	7111548	rna-XM_040193515.1	g4156.t2	chr12	9083715	9088378	120829435	ENSGACG00000010925	ENSG00000184271	0.455864813	S5	2n
NC_053223.1	7113117	7117432	rna-XM_040193536.1	g4157.t1	chr12	9091702	9093540	120829442	ENSGACG00000029694	ENSG00000183283	0.313955996	S5	1n-2n
NC_053223.1	7159868	7169014	rna-XM_040194139.1	g4163.t1	chr12	9139260	9145986	120829756	ENSGACG00000010851	ENSG00000062485	0.729906695	S5	1n-2n
NC_053223.1	7170368	7174297	rna-XM_040194141.1	g4164.t1	chr12	9150208	9152480	120829757	ENSGACG00000010849	ENSG00000135469	0.166306925	S5	2n
NC_053223.1	7195199	7200141	rna-XM_040192732.1	g4166.t1	chr12	9175274	9177755	120829011	ENSGACG00000010838	ENSG00000181852	0.552963845	S5	2n
NC_053223.1	7247589	7249849	rna-XM_040192853.1	g4170.t1	chr12	9227098	9228215	120829071	ENSGACG00000010783	ENSG00000170627	0.823602175	S5	1n-2n
NC_053223.1	7250341	7256544	rna-XM_040192850.1	g4171.t1	chr12	9239254	9243542	120829069	ENSGACG00000010770	ENSG00000050426	0.100373426	S5	2n
NC_053223.1	7256573	7262841	rna-XM_040192851.1	g4172.t1	chr12	9245254	9251884	120829070	ENSGACG00000010752	ENSG00000135404	0.033002909	S5	2n
NC_053223.1	7270480	7274298	rna-XM_040193928.1	g4174.t1	chr12	9261289	9263179	120829632	ENSGACG00000024772	ENSG00000123353	0.407430668	S5	2n
NC_053223.1	7281539	7290558	rna-XM_040193878.1	g4175.t1	chr12	9271868	9280175	120829608	ENSGACG00000010722	ENSG00000135473	0.279655403	S5	1n-2n
NC_053223.1	7293362	7309235	rna-XM_040193226.1	g4176.t1	chr12	9285614	9295269	120829259	ENSGACG00000010714	ENSG00000123352	0.586011988	S5	2n
NC_053223.1	7416988	7435698	rna-XM_040193562.1	g4185.t1	chr12	9410303	9422567	120829455	ENSGACG00000010554	ENSG00000184083	0.175300288	S5	1n-2n
NC_053223.1	7435947	7441999	rna-XM_040193572.1	g4186.t1	chr12	9431125	9434282	120829460	ENSGACG00000010525	ENSG00000072506	0.386681199	S5	2n
NC_053223.1	7474650	7482751	rna-XM_040193563.1	g4190.t1	chr12	9477026	9485994	120829456	ENSGACG00000010511	ENSG00000101331	0.097070996	S5	1n-2n
NC_053223.1	7550998	7557887	rna-XM_040194105.1	g4192.t1	chr12	9556792	9560081	120829739	ENSGACG00000034585	ENSG00000203883	0.142184642	S5	2n
NC_053223.1	7573897	7579573	rna-XM_040193023.1	g4193.t2	chr12	9577095	9581882	120829154	ENSGACG00000010495	ENSG00000171703	0.026589369	S5	2n
NC_053223.1	7581113	7599693	rna-XM_040193027.1	g4194.t1	chr12	9586073	9602409	120829155	ENSGACG00000010490	ENSG00000171700	0.173736977	S5	2n
NC_053223.1	7632182	7674508	rna-XM_040193775.1	g4195.t1	chr12	9644284	9674974	120829564	ENSGACG00000027912	ENSG00000125510	0.253276549	S5	2n
NC_053223.1	7708707	7711498	rna-XM_040194208.1	g4196.t1	chr12	9712902	9713918	120829786	ENSGACG00000023884	ENSG00000125522	0.003984253	S5	2n
NC_053223.1	7775366	7778352	rna-XM_040194195.1	g4198.t1	chr12	9790908	9793143	120829782	ENSGACG00000010473	ENSG00000117280	0.324406766	S5	2n
NC_053223.1	7800593	7803465	rna-XM_040194084.1	g4200.t1	chr12	9820247	9823090	120829720	ENSGACG00000036745	ENSG00000171858	0.080763432	S5	2n
NC_053223.1	7815320	7881486	rna-XM_040192276.1	g4202.t2	chr12	9836289	9903067	120828741	ENSGACG00000010405	ENSG00000130702	0.046968919	S5	1n-2n
NC_053223.1	7943087	7950825	rna-XM_040194357.1	g4209.t1	chr12	9968035	9974930	120829840	ENSGACG00000010303	ENSG00000101213	0.020141992	S5	2n
NC_053223.1	7968397	8065601	rna-XM_040193237.1	g4211.t2	chr12	9996960	10086621	120829266	ENSGACG00000010294	ENSG00000197183	0.104798004	S5	1n-2n
NC_053223.1	8080708	8085199	rna-XM_040194204.1	g4212.t1	chr12	10104319	10108977	120829784	ENSGACG00000010283	ENSG00000149600	0.125717368	S5	2n
NC_053223.1	8086255	8108825	rna-XM_040193618.1	g4213.t1	chr12	10120606	10138607	120829487	ENSGACG00000010273	ENSG00000088305	0.978021249	S5	2n
NC_053223.1	8125773	8131481	rna-XM_040192448.1	g4215.t1	chr12	10159735	10163673	120828826	ENSGACG00000010256	ENSG00000101367	0.390143266	S5	2n
NC_053223.1	8136861	8152047	rna-XM_040192445.1	g4216.t1	chr12	10169972	10188057	120828824	ENSGACG00000010216	ENSG00000131069	0.488270454	S5	2n
NC_053223.1	8311934	8322400	rna-XM_040194027.1	g4223.t1	chr12	10363418	10368990	120829690	ENSGACG00000010153	ENSG00000114251	0.966086032	S5	2n
NC_053223.1	8355467	8361234	rna-XM_040193036.1	g4225.t1	chr12	10406237	10410081	120829160	ENSGACG00000010150	ENSG00000144771	0.033026592	S5	2n
NC_053223.1	8464971	8472322	rna-XM_040193678.1	g4227.t1	chr12	10509315	10512641	120829516	ENSGACG00000010102	ENSG00000158850	0.230416189	S5	2n
NC_053223.1	8472841	8486359	rna-XM_040193679.1	g4229.t1	chr12	10515624	10521009	120829517	ENSGACG00000010078	ENSG00000182492	0.555214937	S5	2n
NC_053223.1	8498009	8503840	rna-XM_040192840.1	g4231.t1	chr12	10540309	10546002	120829061	ENSGACG00000009964	ENSG00000151005	0.009477317	S5	1n-2n
NC_053223.1	8504429	8507690	rna-XM_040192847.1	g4232.t1	chr12	10546945	10550006	120829066	ENSGACG00000009961	ENSG00000010626	0.064620081	S5	2n
NC_053223.1	8507933	8517945	rna-XM_040192834.1	g4233.t1	chr12	10551990	10560657	120829059	ENSGACG00000009953	ENSG00000182872	0.25151979	S5	2n
NC_053223.1	8522234	8526589	rna-XM_040192844.1	g4235.t1	chr12	10566427	10569517	120829064	ENSGACG00000009922	ENSG00000143258	0.310538544	S5	1n-2n
NC_053223.1	8710953	8714051	rna-XM_040193865.1	g4246.t1	chr12	10750027	10752856	120829600	ENSGACG00000034686	ENSG00000077152	0.413733531	S5	2n
NC_053223.1	8714130	8746631	rna-XM_040193860.1	g4247.t1	chr12	10754178	10785587	120829598	ENSGACG00000009806	ENSG00000133067	0.117220602	S5	1n-2n
NC_053223.1	8824067	8825746	rna-XM_040194491.1	g4255.t1	chr12	10869526	10869957	120829899	ENSGACG00000009743	ENSG00000174307	0.091595203	S5	2n
NC_053223.1	8931430	8933671	rna-XM_040192830.1	g4261.t2	chr12	10980228	10982183	120829056	ENSGACG00000009654	ENSG00000136710	0.00714684	S5	1n-2n
NC_053223.1	8934883	8936532	rna-XM_040194171.1	g4262.t1	chr12	10983864	10984842	120829772	ENSGACG00000009646	ENSG00000147155	0.065187638	S5	2n
NC_053223.1	8955001	8964583	rna-XM_040194358.1	g4264.t1	chr12	11004418	11012390	120829842	ENSGACG00000009636	ENSG00000134245	0.858242401	S5	2n
NC_053223.1	9183935	9190494	rna-XM_040193883.1	g4271.t1	chr12	11252263	11254434	120829610	ENSGACG00000009456	ENSG00000139651	0.454384297	S5	2n
NC_053223.1	9199479	9204496	rna-XM_040192683.1	g4272.t1	chr12	11268556	11272834	120828977	ENSGACG00000009444	ENSG00000111481	0.57630958	S5	2n
NC_053223.1	9208042	9213282	rna-XM_040192678.1	g4273.t1	chr12	11278959	11281077	120828974	ENSGACG00000025110	ENSG00000123405	0.237883383	S5	2n
NC_053223.1	9252897	9258124	rna-XM_040194373.1	g4276.t1	chr12	11324527	11328729	120829851	ENSGACG00000009431	ENSG00000128645	0.239525332	S5	2n
NC_053223.1	9288628	9291772	rna-XM_040193469.1	g4279.t1	chr12	11359791	11361619	120829408	ENSGACG00000009416	ENSG00000172789	0.81687427	S5	2n
NC_053223.1	9292224	9298169	rna-XM_040193466.1	g4280.t2	chr12	11363284	11364460	120829406	ENSGACG00000024046	ENSG00000197757	0.964964567	S5	2n
NC_053223.1	9302582	9306187	rna-XM_040193465.1	g4281.t1	chr12	11373897	11375943	120829405	ENSGACG00000009401	ENSG00000037965	0.845644347	S5	2n
NC_053223.1	9309359	9312227	rna-XM_040193464.1	g4282.t1	chr12	11379867	11381647	120829404	ENSGACG00000009396	ENSG00000180806	0.756586441	S5	1n
NC_053223.1	9269909	9321655	rna-XM_040193458.1	g4283.t1	chr12	11388482	11391250	120829400	ENSGACG00000009394	ENSG00000180818	0.814927323	S5	2n
NC_053223.1	9327589	9330708	rna-XM_040193462.1	g4284.t1	chr12	11397863	11400230	120829402	ENSGACG00000009392	ENSG00000123388	0.882112788	S5	1n
NC_053223.1	9348839	9353633	rna-XM_040194520.1	g4285.t1	chr12	11418322	11420968	120829913	ENSGACG00000009389	ENSG00000123364	0.235311506	S5	2n
NC_053223.1	9449307	9452042	rna-XM_040193908.1	g4290.t1	chr12	11524393	11525844	120829623	ENSGACG00000035100	ENSG00000182544	0.058416835	S5	1n-2n
NC_053223.1	9553285	9582256	rna-XM_040192899.1	g4295.t1	chr12	11632824	11657531	120829085	ENSGACG00000009263	ENSG00000161791	0.311785054	S5	2n
NC_053223.1	9623617	9628732	rna-XM_040192947.1	g4300.t1	chr12	11702082	11704267	120829108	ENSGACG00000009119	ENSG00000169884	0.744548417	S5	2n
NC_053223.1	9630493	9635736	rna-XM_040192953.1	g4301.t1	chr12	11707364	11709737	120829114	ENSGACG00000009116	ENSG00000125084	0.960671413	S5	2n
NC_053223.1	9650784	9653698	rna-XM_040192959.1	g4303.t1	chr12	11726481	11728104	120829119	ENSGACG00000009104	ENSG00000178401	0.159253126	S5	2n
NC_053223.1	9654358	9666403	rna-XM_040192933.1	g4305.t1	chr12	11743594	11753607	120829103	ENSGACG00000009071	ENSG00000139636	0.519458647	S5	2n
NC_053223.1	9670520	9675844	rna-XM_040192939.1	g4306.t1	chr12	11759832	11763502	120829105	ENSGACG00000029557	ENSG00000163501	0.983647103	S4	2n
NC_053223.1	9677841	9706006	rna-XM_040192855.1	g4307.t1	chr12	11769694	11795938	120829072	ENSGACG00000009038	ENSG00000167548	0.463434006	S4	2n
NC_053223.1	9745515	9779578	rna-XM_040192908.1	g4310.t1	chr12	11843835	11869734	120829089	ENSGACG00000008996	ENSG00000240771	0.10608037	S4	1n
NC_053223.1	9884762	9886825	rna-XM_040192984.1	g4317.t1	chr12	11984948	11986715	120829133	ENSGACG00000031518	ENSG00000091106	0.012269042	S4	1n
NC_053223.1	9935308	9939033	rna-XM_040192977.1	g4321.t1	chr12	12037410	12039123	120829128	ENSGACG00000008927	ENSG00000116857	0.094542822	S4	2n
NC_053223.1	9958442	9968672	rna-XM_040192895.1	g4323.t1	chr12	12061586	12070704	120829082	ENSGACG00000008848	ENSG00000072501	0.539151883	S4	2n
NC_053223.1	9968741	9973092	rna-XM_040192952.1	g4324.t1	chr12	12071559	12074396	120829112	ENSGACG00000008846	ENSG00000158423	0.017506202	S4	2n
NC_053223.1	9973226	10007979	rna-XM_040192891.1	g4325.t3	chr12	12076874	12090278	120829081	ENSGACG00000008823	ENSG00000198910	0.504864866	S4	2n
NC_053223.1	10013866	10056147	rna-XM_040192986.1	g4326.t7	chr12	12117519	12152452	120829135	ENSGACG00000008789	ENSG00000086758	0.636259624	S4	2n
NC_053223.1	10056699	10065731	rna-XM_040192903.1	g4327.t1	chr12	12161363	12167602	120829087	ENSGACG00000008770	ENSG00000172943	0.457307336	S4	1n-2n
NC_053223.1	10066789	10090742	rna-XM_040192866.1	g4328.t4	chr12	12171997	12194544	120829075	ENSGACG00000008755	ENSG00000196632	0.211787257	S4	1n-2n
NC_053223.1	10098936	10103449	rna-XM_040192973.1	g4329.t1	chr12	12203543	12206732	120829126	ENSGACG00000008732	ENSG00000071889	0.106980445	S4	2n
NC_053223.1	10137092	10140143	rna-XM_040192980.1	g4333.t1	chr12	12245833	12248066	120829131	ENSGACG00000008662	ENSG00000180879	0.231445563	S4	2n
NC_053223.1	10149324	10151671	rna-XM_040192975.1	g4335.t2	chr12	12257559	12259279	120829127	ENSGACG00000008630	ENSG00000102030	0.222874156	S4	1n-2n
NC_053223.1	10243093	10248157	rna-XM_040192954.1	g4342.t1	chr12	12354566	12357695	120829115	ENSGACG00000008546	ENSG00000178498	0.099778261	S4	2n
NC_053223.1	10262570	10274672	rna-XM_040192913.1	g4345.t2	chr12	12377274	12387347	120829090	ENSGACG00000008477	ENSG00000166888	0.660002282	S4	1n-2n
NC_053223.1	10420251	10424060	rna-XM_040193979.1	g4351.t1	chr12	12536424	12539062	120829673	ENSGACG00000030224	ENSG00000177981	0.328807296	S4	2n
NC_053223.1	10453435	10462001	rna-XM_040193240.1	g4355.t1	chr12	12572297	12580505	120829267	ENSGACG00000008311	ENSG00000023892	0.256431837	S4	2n
NC_053223.1	10463148	10469650	rna-XM_040193242.1	g4356.t1	chr12	12584278	12587378	120829268	ENSGACG00000008288	ENSG00000112033	0.784686456	S4	2n
NC_053223.1	10473803	10477603	rna-XM_040193619.1	g4359.t1	chr12	12595386	12598746	120829488	ENSGACG00000008262	ENSG00000112039	0.052066515	S4	1n-2n
NC_053223.1	10477962	10480203	rna-XM_040193625.1	g4360.t1	chr12	12599572	12601743	120829492	ENSGACG00000008208	ENSG00000198887	0.620601683	S4	2n
NC_053223.1	10496590	10508378	rna-XM_040193607.1	g4364.t1	chr12	12625403	12636041	120829482	ENSGACG00000008208	ENSG00000198887	0.620601683	S4	1n-2n
NC_053223.1	10678061	10682464	rna-XM_040193606.1	g4374.t1	chr12	12867682	12871487	120829481	ENSGACG00000008035	ENSG00000100985	0.945544929	S4	2n
NC_053223.1	10682959	10693503	rna-XM_040193603.1	g4375.t1	chr12	12873972	12882239	120829480	ENSGACG00000008023	ENSG00000198026	0.072350916	S4	2n
NC_053223.1	10705870	10707863	rna-XM_040192624.1	g4379.t2	chr12	12893931	12895612	120828929	ENSGACG00000032627	ENSG00000134248	0.397137594	S4	2n
NC_053223.1	10708232	10726380	rna-XM_040192621.1	g4380.t1	chr12	12903684	12912333	120828928	ENSGACG00000007935	ENSG00000168679	0.059588124	S4	2n
NC_053223.1	10736384	10741074	rna-XM_040194521.1	g4382.t1	chr12	12925246	12929396	120829914	ENSGACG00000030098	ENSG00000156150	0.187310594	S4	1n-2n
NC_053223.1	10784737	10798652	rna-XM_040193933.1	g4384.t1	chr12	12974380	12986484	120829637	ENSGACG00000007907	ENSG00000116396	0.233954626	S4	2n
NC_053223.1	10818926	10825119	rna-XM_040193661.1	g4387.t2	chr12	13007957	13012255	120829511	ENSGACG00000007867	ENSG00000001167	0.68925818	S4	2n
NC_053223.1	10825351	10827339	rna-XM_040193674.1	g4388.t1	chr12	13013514	13014555	120829513	ENSGACG00000033601	ENSG00000182768	0.012367416	S4	2n
NC_053223.1	10891000	10897260	rna-XM_040193650.1	g4394.t1	chr12	13080032	13085402	120829504	ENSGACG00000007705	ENSG00000134183	0.365027699	S4	2n
NC_053223.1	10941794	10947287	rna-XM_040193388.1	g4400.t2	chr12	13126420	13130775	120829358	ENSGACG00000027018	ENSG00000009790	0.077855833	S4	1n-2n
NC_053223.1	10963204	10969736	rna-XM_040192701.1	g4405.t1	chr12	13147744	13153286	120828990	ENSGACG00000007530	ENSG00000171612	0.180487132	S4	2n
NC_053223.1	10972940	10978682	rna-XM_040194112.1	g4406.t1	chr12	13157773	13159309	120829742	ENSGACG00000007527	ENSG00000171621	0.288896456	S4	2n
NC_053223.1	10996293	11000400	rna-XM_040193937.1	g4407.t1	chr12	13180057	13182995	120829640	ENSGACG00000007524	ENSG00000180758	0.035257106	S4	2n
NC_053223.1	11002537	11013226	rna-XM_040192753.1	g4408.t1	chr12	13186076	13200599	120829020	ENSGACG00000007486	ENSG00000142583	0.018048008	S4	1n-2n
NC_053223.1	11031291	11038559	rna-XM_040192758.1	g4412.t1	chr12	13237959	13242975	120829021	ENSGACG00000007396	ENSG00000074800	0.978130274	S4	2n
NC_053223.1	11183807	11227108	rna-XM_040192214.1	g4414.t2	chr12	13387633	13429654	120828702	ENSGACG00000007376	ENSG00000187634	0.017850254	S4	1n-2n
NC_053223.1	11227942	11242604	rna-XM_040192217.1	g4415.t1	chr12	13431864	13447928	120828703	ENSGACG00000007367	ENSG00000188976	0.129676597	S4	2n
NC_053223.1	11242803	11254089	rna-XM_040192221.1	g4416.t1	chr12	13450778	13458176	120828704	ENSGACG00000007356	ENSG00000187961	0.108280231	S4	2n
NC_053223.1	11321495	11323482	rna-XM_040194254.1	g4418.t1	chr12	13529633	13531230	120829800	ENSGACG00000007334	ENSG00000188290	0.004519204	S4	2n
NC_053223.1	11357430	11359597	rna-XM_040194533.1	g4419.t1	chr12	13568666	13569553	120829922	ENSGACG00000026271	ENSG00000183770	0.387875646	S4	2n
NC_053223.1	11374111	11388520	rna-XM_040194257.1	g4421.t1	chr12	13586023	13597771	120829803	ENSGACG00000007313	ENSG00000171608	0.977549203	S4	2n
NC_053223.1	11389673	11405662	rna-XM_040194260.1	g4422.t1	chr12	13608441	13616444	120829804	ENSGACG00000007303	ENSG00000178585	0.373556029	S4	2n
NC_053223.1	11421981	11451886	rna-XM_040194261.1	g4423.t1	chr12	13635952	13663603	120829806	ENSGACG00000007295	ENSG00000171603	0.082499747	S4	2n
NC_053223.1	11452918	11455235	rna-XM_040194269.1	g4424.t1	chr12	13667884	13669072	120829808	ENSGACG00000007262	ENSG00000162441	0.407564532	S4	2n
