"","ensembl_gene_id","external_gene_name","chromosome_name","start_position","end_position","gaculeatus_paralog_chromosome","gaculeatus_paralog_chrom_start","gaculeatus_paralog_chrom_end","hsapiens_homolog_ensembl_gene","hsapiens_homolog_chromosome","hsapiens_homolog_chrom_start","hsapiens_homolog_chrom_end","hsapiens_homolog_associated_gene_name","hsapiens_homolog_orthology_type","hsapiens_homolog_perc_id_r1"
"93","ENSGACG00000007356","klhl17","XII",11243543,11252937,"I",27341642,27346659,"ENSG00000187961","1",960584,965719,"KLHL17","ortholog_one2one",83.9564
"94","ENSGACG00000007356","klhl17","XII",11243543,11252937,"XVI",10429359,10432628,"ENSG00000187961","1",960584,965719,"KLHL17","ortholog_one2one",83.9564
"95","ENSGACG00000007356","klhl17","XII",11243543,11252937,"XV",3189721,3197954,"ENSG00000187961","1",960584,965719,"KLHL17","ortholog_one2one",83.9564
"96","ENSGACG00000007356","klhl17","XII",11243543,11252937,"X",3607634,3617885,"ENSG00000187961","1",960584,965719,"KLHL17","ortholog_one2one",83.9564
"97","ENSGACG00000007356","klhl17","XII",11243543,11252937,"VII",25306222,25334378,"ENSG00000187961","1",960584,965719,"KLHL17","ortholog_one2one",83.9564
"98","ENSGACG00000007356","klhl17","XII",11243543,11252937,"X",10829128,10837209,"ENSG00000187961","1",960584,965719,"KLHL17","ortholog_one2one",83.9564
"99","ENSGACG00000007356","klhl17","XII",11243543,11252937,"XXI",16614710,16619502,"ENSG00000187961","1",960584,965719,"KLHL17","ortholog_one2one",83.9564
"100","ENSGACG00000007356","klhl17","XII",11243543,11252937,"III",17593359,17604318,"ENSG00000187961","1",960584,965719,"KLHL17","ortholog_one2one",83.9564
"101","ENSGACG00000007356","klhl17","XII",11243543,11252937,"XI",11191607,11196371,"ENSG00000187961","1",960584,965719,"KLHL17","ortholog_one2one",83.9564
"102","ENSGACG00000007356","klhl17","XII",11243543,11252937,"XIV",4015751,4023069,"ENSG00000187961","1",960584,965719,"KLHL17","ortholog_one2one",83.9564
"103","ENSGACG00000007356","klhl17","XII",11243543,11252937,"XVI",2399894,2407570,"ENSG00000187961","1",960584,965719,"KLHL17","ortholog_one2one",83.9564
"104","ENSGACG00000007356","klhl17","XII",11243543,11252937,"XVI",8679652,8685534,"ENSG00000187961","1",960584,965719,"KLHL17","ortholog_one2one",83.9564
"105","ENSGACG00000007356","klhl17","XII",11243543,11252937,"VIII",14305329,14308367,"ENSG00000187961","1",960584,965719,"KLHL17","ortholog_one2one",83.9564
"106","ENSGACG00000007356","klhl17","XII",11243543,11252937,"XV",8583827,8593273,"ENSG00000187961","1",960584,965719,"KLHL17","ortholog_one2one",83.9564
"107","ENSGACG00000007356","klhl17","XII",11243543,11252937,"IX",1645354,1680178,"ENSG00000187961","1",960584,965719,"KLHL17","ortholog_one2one",83.9564
"108","ENSGACG00000007356","klhl17","XII",11243543,11252937,"XXI",16923733,16930013,"ENSG00000187961","1",960584,965719,"KLHL17","ortholog_one2one",83.9564
"109","ENSGACG00000007356","klhl17","XII",11243543,11252937,"I",7262449,7266961,"ENSG00000187961","1",960584,965719,"KLHL17","ortholog_one2one",83.9564
"110","ENSGACG00000007356","klhl17","XII",11243543,11252937,"XVII",14823922,14838199,"ENSG00000187961","1",960584,965719,"KLHL17","ortholog_one2one",83.9564
"111","ENSGACG00000007356","klhl17","XII",11243543,11252937,"XXI",12046824,12050565,"ENSG00000187961","1",960584,965719,"KLHL17","ortholog_one2one",83.9564
"112","ENSGACG00000007356","klhl17","XII",11243543,11252937,"III",271110,274701,"ENSG00000187961","1",960584,965719,"KLHL17","ortholog_one2one",83.9564
"113","ENSGACG00000007356","klhl17","XII",11243543,11252937,"XVII",16877015,16886118,"ENSG00000187961","1",960584,965719,"KLHL17","ortholog_one2one",83.9564
"114","ENSGACG00000007356","klhl17","XII",11243543,11252937,"VIII",10903124,10907770,"ENSG00000187961","1",960584,965719,"KLHL17","ortholog_one2one",83.9564
"115","ENSGACG00000007334","her9","XII",11320934,11323404,"XII",12983457,12984880,"ENSG00000188290","1",998962,1000172,"HES4","ortholog_one2one",60.6335
"116","ENSGACG00000007334","her9","XII",11320934,11323404,"XII",12972019,12973895,"ENSG00000188290","1",998962,1000172,"HES4","ortholog_one2one",60.6335
"117","ENSGACG00000007334","her9","XII",11320934,11323404,"XVII",10429586,10433011,"ENSG00000188290","1",998962,1000172,"HES4","ortholog_one2one",60.6335
"118","ENSGACG00000007334","her9","XII",11320934,11323404,"XVII",19806968,19809917,"ENSG00000188290","1",998962,1000172,"HES4","ortholog_one2one",60.6335
"119","ENSGACG00000007334","her9","XII",11320934,11323404,"XII",12900147,12902630,"ENSG00000188290","1",998962,1000172,"HES4","ortholog_one2one",60.6335
"120","ENSGACG00000007334","her9","XII",11320934,11323404,"I",2339545,2341393,"ENSG00000188290","1",998962,1000172,"HES4","ortholog_one2one",60.6335
"121","ENSGACG00000007334","her9","XII",11320934,11323404,"IV",15906884,15909947,"ENSG00000188290","1",998962,1000172,"HES4","ortholog_one2one",60.6335
"122","ENSGACG00000007334","her9","XII",11320934,11323404,"IX",13622612,13624509,"ENSG00000188290","1",998962,1000172,"HES4","ortholog_one2one",60.6335
"123","ENSGACG00000007334","her9","XII",11320934,11323404,"Y",12224176,12227319,"ENSG00000188290","1",998962,1000172,"HES4","ortholog_one2one",60.6335
"124","ENSGACG00000007334","her9","XII",11320934,11323404,"XIX",9500224,9502435,"ENSG00000188290","1",998962,1000172,"HES4","ortholog_one2one",60.6335
"125","ENSGACG00000007334","her9","XII",11320934,11323404,"IV",15910981,15912127,"ENSG00000188290","1",998962,1000172,"HES4","ortholog_one2one",60.6335
"126","ENSGACG00000007334","her9","XII",11320934,11323404,"X",13314942,13318988,"ENSG00000188290","1",998962,1000172,"HES4","ortholog_one2one",60.6335
"127","ENSGACG00000007334","her9","XII",11320934,11323404,"XX",4056615,4058208,"ENSG00000188290","1",998962,1000172,"HES4","ortholog_one2one",60.6335
"128","ENSGACG00000007334","her9","XII",11320934,11323404,"XVIII",15928391,15931351,"ENSG00000188290","1",998962,1000172,"HES4","ortholog_one2one",60.6335
"129","ENSGACG00000007334","her9","XII",11320934,11323404,"XVII",2366650,2367264,"ENSG00000188290","1",998962,1000172,"HES4","ortholog_one2one",60.6335
"130","ENSGACG00000007334","her9","XII",11320934,11323404,"XII",13148450,13150956,"ENSG00000188290","1",998962,1000172,"HES4","ortholog_one2one",60.6335
"131","ENSGACG00000007334","her9","XII",11320934,11323404,"XVII",2364420,2371922,"ENSG00000188290","1",998962,1000172,"HES4","ortholog_one2one",60.6335
"132","ENSGACG00000007334","her9","XII",11320934,11323404,"XVII",2383257,2385116,"ENSG00000188290","1",998962,1000172,"HES4","ortholog_one2one",60.6335
"133","ENSGACG00000007334","her9","XII",11320934,11323404,"XVII",2363116,2364871,"ENSG00000188290","1",998962,1000172,"HES4","ortholog_one2one",60.6335
"134","ENSGACG00000007334","her9","XII",11320934,11323404,"XVII",2379528,2380129,"ENSG00000188290","1",998962,1000172,"HES4","ortholog_one2one",60.6335
"135","ENSGACG00000007334","her9","XII",11320934,11323404,"XVII",2393606,2395024,"ENSG00000188290","1",998962,1000172,"HES4","ortholog_one2one",60.6335
"136","ENSGACG00000007334","her9","XII",11320934,11323404,"XVII",2389655,2390373,"ENSG00000188290","1",998962,1000172,"HES4","ortholog_one2one",60.6335
"137","ENSGACG00000007334","her9","XII",11320934,11323404,"XX",9413894,9416144,"ENSG00000188290","1",998962,1000172,"HES4","ortholog_one2one",60.6335
"138","ENSGACG00000007334","her9","XII",11320934,11323404,"X",6698897,6701503,"ENSG00000188290","1",998962,1000172,"HES4","ortholog_one2one",60.6335
"139","ENSGACG00000007334","her9","XII",11320934,11323404,"III",1508465,1510358,"ENSG00000188290","1",998962,1000172,"HES4","ortholog_one2one",60.6335
"140","ENSGACG00000007334","her9","XII",11320934,11323404,"I",2334893,2337273,"ENSG00000188290","1",998962,1000172,"HES4","ortholog_one2one",60.6335
"141","ENSGACG00000007334","her9","XII",11320934,11323404,"XVII",947378,948529,"ENSG00000188290","1",998962,1000172,"HES4","ortholog_one2one",60.6335
"142","ENSGACG00000007334","her9","XII",11320934,11323404,"XII",13153768,13155180,"ENSG00000188290","1",998962,1000172,"HES4","ortholog_one2one",60.6335
"143","ENSGACG00000007334","her9","XII",11320934,11323404,"VIII",12725693,12728105,"ENSG00000188290","1",998962,1000172,"HES4","ortholog_one2one",60.6335
"144","ENSGACG00000007334","her9","XII",11320934,11323404,"III",9063318,9065255,"ENSG00000188290","1",998962,1000172,"HES4","ortholog_one2one",60.6335
"145","ENSGACG00000026271","foxl2l","XII",11355482,11359716,"IX",17365240,17376589,"ENSG00000183770","3",138944224,138947137,"FOXL2","ortholog_one2one",32.1809
"146","ENSGACG00000026271","foxl2l","XII",11355482,11359716,"IV",5381773,5385990,"ENSG00000183770","3",138944224,138947137,"FOXL2","ortholog_one2one",32.1809
"147","ENSGACG00000026271","foxl2l","XII",11355482,11359716,"I",4529354,4531390,"ENSG00000183770","3",138944224,138947137,"FOXL2","ortholog_one2one",32.1809
"148","ENSGACG00000026271","foxl2l","XII",11355482,11359716,"I",16562536,16599116,"ENSG00000183770","3",138944224,138947137,"FOXL2","ortholog_one2one",32.1809
"149","ENSGACG00000026271","foxl2l","XII",11355482,11359716,"XV",1203799,1205570,"ENSG00000183770","3",138944224,138947137,"FOXL2","ortholog_one2one",32.1809
"150","ENSGACG00000026271","foxl2l","XII",11355482,11359716,"XII",12348643,12380109,"ENSG00000183770","3",138944224,138947137,"FOXL2","ortholog_one2one",32.1809
"151","ENSGACG00000026271","foxl2l","XII",11355482,11359716,"II",12415363,12418945,"ENSG00000183770","3",138944224,138947137,"FOXL2","ortholog_one2one",32.1809
"152","ENSGACG00000026271","foxl2l","XII",11355482,11359716,"VIII",16059867,16062368,"ENSG00000183770","3",138944224,138947137,"FOXL2","ortholog_one2one",32.1809
"153","ENSGACG00000026271","foxl2l","XII",11355482,11359716,"IX",4393809,4394711,"ENSG00000183770","3",138944224,138947137,"FOXL2","ortholog_one2one",32.1809
"154","ENSGACG00000026271","foxl2l","XII",11355482,11359716,"XIII",6134203,6136157,"ENSG00000183770","3",138944224,138947137,"FOXL2","ortholog_one2one",32.1809
"155","ENSGACG00000026271","foxl2l","XII",11355482,11359716,"XIV",1735814,1746825,"ENSG00000183770","3",138944224,138947137,"FOXL2","ortholog_one2one",32.1809
"156","ENSGACG00000026271","foxl2l","XII",11355482,11359716,"XI",4187004,4188544,"ENSG00000183770","3",138944224,138947137,"FOXL2","ortholog_one2one",32.1809
"157","ENSGACG00000026271","foxl2l","XII",11355482,11359716,"XV",11749668,11757481,"ENSG00000183770","3",138944224,138947137,"FOXL2","ortholog_one2one",32.1809
"158","ENSGACG00000026271","foxl2l","XII",11355482,11359716,"III",10476615,10480071,"ENSG00000183770","3",138944224,138947137,"FOXL2","ortholog_one2one",32.1809
"159","ENSGACG00000026271","foxl2l","XII",11355482,11359716,"VIII",4759452,4763897,"ENSG00000183770","3",138944224,138947137,"FOXL2","ortholog_one2one",32.1809
"160","ENSGACG00000026271","foxl2l","XII",11355482,11359716,"V",1229070,1234718,"ENSG00000183770","3",138944224,138947137,"FOXL2","ortholog_one2one",32.1809
"161","ENSGACG00000026271","foxl2l","XII",11355482,11359716,"XI",16575933,16585559,"ENSG00000183770","3",138944224,138947137,"FOXL2","ortholog_one2one",32.1809
"162","ENSGACG00000026271","foxl2l","XII",11355482,11359716,"XII",19048143,19055779,"ENSG00000183770","3",138944224,138947137,"FOXL2","ortholog_one2one",32.1809
"163","ENSGACG00000026271","foxl2l","XII",11355482,11359716,"VIII",17327268,17329490,"ENSG00000183770","3",138944224,138947137,"FOXL2","ortholog_one2one",32.1809
"164","ENSGACG00000026271","foxl2l","XII",11355482,11359716,"I",14640097,14659551,"ENSG00000183770","3",138944224,138947137,"FOXL2","ortholog_one2one",32.1809
"165","ENSGACG00000026271","foxl2l","XII",11355482,11359716,"VII",20976001,20986110,"ENSG00000183770","3",138944224,138947137,"FOXL2","ortholog_one2one",32.1809
"166","ENSGACG00000026271","foxl2l","XII",11355482,11359716,"X",14115538,14145616,"ENSG00000183770","3",138944224,138947137,"FOXL2","ortholog_one2one",32.1809
"167","ENSGACG00000026271","foxl2l","XII",11355482,11359716,"XX",1676167,1712201,"ENSG00000183770","3",138944224,138947137,"FOXL2","ortholog_one2one",32.1809
