"","ensembl_gene_id","external_gene_name","chromosome_name","start_position","end_position","gaculeatus_paralog_chromosome","gaculeatus_paralog_chrom_start","gaculeatus_paralog_chrom_end","hsapiens_homolog_ensembl_gene","hsapiens_homolog_chromosome","hsapiens_homolog_chrom_start","hsapiens_homolog_chrom_end","hsapiens_homolog_associated_gene_name","hsapiens_homolog_orthology_type","hsapiens_homolog_perc_id_r1"
"48","ENSGACG00000010007","PLCZ1","XIX",12908776,12919023,"VII",8017915,8051757,"ENSG00000139151","12",18683169,18738100,"PLCZ1","ortholog_one2one",39.4737
"49","ENSGACG00000010007","PLCZ1","XIX",12908776,12919023,"XVIII",14075852,14140168,"ENSG00000139151","12",18683169,18738100,"PLCZ1","ortholog_one2one",39.4737
"50","ENSGACG00000010007","PLCZ1","XIX",12908776,12919023,"VI",17266562,17283075,"ENSG00000139151","12",18683169,18738100,"PLCZ1","ortholog_one2one",39.4737
"51","ENSGACG00000010007","PLCZ1","XIX",12908776,12919023,"XVI",16702817,16738910,"ENSG00000139151","12",18683169,18738100,"PLCZ1","ortholog_one2one",39.4737
"52","ENSGACG00000010007","PLCZ1","XIX",12908776,12919023,"XVI",6232389,6244460,"ENSG00000139151","12",18683169,18738100,"PLCZ1","ortholog_one2one",39.4737
"53","ENSGACG00000010007","PLCZ1","XIX",12908776,12919023,"I",21258553,21277777,"ENSG00000139151","12",18683169,18738100,"PLCZ1","ortholog_one2one",39.4737
"54","ENSGACG00000010007","PLCZ1","XIX",12908776,12919023,"XV",3134406,3150447,"ENSG00000139151","12",18683169,18738100,"PLCZ1","ortholog_one2one",39.4737
"55","ENSGACG00000010007","PLCZ1","XIX",12908776,12919023,"XVIII",14142214,14185265,"ENSG00000139151","12",18683169,18738100,"PLCZ1","ortholog_one2one",39.4737
"56","ENSGACG00000010007","PLCZ1","XIX",12908776,12919023,"VIII",4355388,4373842,"ENSG00000139151","12",18683169,18738100,"PLCZ1","ortholog_one2one",39.4737
"57","ENSGACG00000010007","PLCZ1","XIX",12908776,12919023,"I",11199686,11241878,"ENSG00000139151","12",18683169,18738100,"PLCZ1","ortholog_one2one",39.4737
"58","ENSGACG00000010007","PLCZ1","XIX",12908776,12919023,"XII",20460487,20493785,"ENSG00000139151","12",18683169,18738100,"PLCZ1","ortholog_one2one",39.4737
"59","ENSGACG00000010007","PLCZ1","XIX",12908776,12919023,"XX",4183967,4207230,"ENSG00000139151","12",18683169,18738100,"PLCZ1","ortholog_one2one",39.4737
"60","ENSGACG00000010007","PLCZ1","XIX",12908776,12919023,"X",11712968,11730904,"ENSG00000139151","12",18683169,18738100,"PLCZ1","ortholog_one2one",39.4737
"61","ENSGACG00000010007","PLCZ1","XIX",12908776,12919023,"V",11794883,11841212,"ENSG00000139151","12",18683169,18738100,"PLCZ1","ortholog_one2one",39.4737
"62","ENSGACG00000010007","PLCZ1","XIX",12908776,12919023,"XVII",8537907,8547287,"ENSG00000139151","12",18683169,18738100,"PLCZ1","ortholog_one2one",39.4737
"63","ENSGACG00000010007","PLCZ1","XIX",12908776,12919023,"V",2061873,2076290,"ENSG00000139151","12",18683169,18738100,"PLCZ1","ortholog_one2one",39.4737
"64","ENSGACG00000010007","PLCZ1","XIX",12908776,12919023,"XI",7402306,7417863,"ENSG00000139151","12",18683169,18738100,"PLCZ1","ortholog_one2one",39.4737
"65","ENSGACG00000010007","PLCZ1","XIX",12908776,12919023,"III",243262,250370,"ENSG00000139151","12",18683169,18738100,"PLCZ1","ortholog_one2one",39.4737
"66","ENSGACG00000010007","PLCZ1","XIX",12908776,12919023,"XXI",12187981,12197743,"ENSG00000139151","12",18683169,18738100,"PLCZ1","ortholog_one2one",39.4737
"67","ENSGACG00000010007","PLCZ1","XIX",12908776,12919023,"XIX",533950,548948,"ENSG00000139151","12",18683169,18738100,"PLCZ1","ortholog_one2one",39.4737
"68","ENSGACG00000027377","","XIX",12919200,12928590,"IV",24205373,24222869,"ENSG00000139144","12",18242961,18648416,"PIK3C2G","ortholog_one2one",24.5626
"69","ENSGACG00000027377","","XIX",12919200,12928590,"I",2289434,2318996,"ENSG00000139144","12",18242961,18648416,"PIK3C2G","ortholog_one2one",24.5626
"70","ENSGACG00000027377","","XIX",12919200,12928590,"XIX",16352320,16381127,"ENSG00000139144","12",18242961,18648416,"PIK3C2G","ortholog_one2one",24.5626
"71","ENSGACG00000027377","","XIX",12919200,12928590,"VII",24694,44392,"ENSG00000139144","12",18242961,18648416,"PIK3C2G","ortholog_one2one",24.5626
"72","ENSGACG00000027377","","XIX",12919200,12928590,"XIV",661137,679238,"ENSG00000139144","12",18242961,18648416,"PIK3C2G","ortholog_one2one",24.5626
"73","ENSGACG00000027377","","XIX",12919200,12928590,"XIII",1684264,1699507,"ENSG00000139144","12",18242961,18648416,"PIK3C2G","ortholog_one2one",24.5626
"74","ENSGACG00000027377","","XIX",12919200,12928590,"VII",3208143,3217560,"ENSG00000139144","12",18242961,18648416,"PIK3C2G","ortholog_one2one",24.5626
"75","ENSGACG00000027377","","XIX",12919200,12928590,"XII",11374116,11388249,"ENSG00000139144","12",18242961,18648416,"PIK3C2G","ortholog_one2one",24.5626
"76","ENSGACG00000027377","","XIX",12919200,12928590,"X",17601831,17610255,"ENSG00000139144","12",18242961,18648416,"PIK3C2G","ortholog_one2one",24.5626
"77","ENSGACG00000027377","","XIX",12919200,12928590,"III",9247844,9259634,"ENSG00000139144","12",18242961,18648416,"PIK3C2G","ortholog_one2one",24.5626
"78","ENSGACG00000027377","","XIX",12919200,12928590,"VIII",7541853,7558074,"ENSG00000139144","12",18242961,18648416,"PIK3C2G","ortholog_one2one",24.5626
"79","ENSGACG00000027377","","XIX",12919200,12928590,"XII",17256803,17268670,"ENSG00000139144","12",18242961,18648416,"PIK3C2G","ortholog_one2one",24.5626
"80","ENSGACG00000009959","","XIX",12937178,13017091,"",NA,NA,"ENSG00000189056","7",103471381,103989658,"RELN","ortholog_one2one",69.6243
"81","ENSGACG00000009918","tp53i11b","XIX",13061595,13097437,"",NA,NA,"ENSG00000175274","11",44885903,44951306,"TP53I11","ortholog_one2one",65.6085
"82","ENSGACG00000010746","st8sia2","XIX",11808618,11816973,"XIV",15611076,15620762,"ENSG00000140557","15",92393881,92468728,"ST8SIA2","ortholog_one2one",60.5333
"83","ENSGACG00000010746","st8sia2","XIX",11808618,11816973,"XIII",17385547,17389246,"ENSG00000140557","15",92393881,92468728,"ST8SIA2","ortholog_one2one",60.5333
"84","ENSGACG00000010746","st8sia2","XIX",11808618,11816973,"XIV",3562974,3574041,"ENSG00000140557","15",92393881,92468728,"ST8SIA2","ortholog_one2one",60.5333
"85","ENSGACG00000010746","st8sia2","XIX",11808618,11816973,"XI",7257161,7263193,"ENSG00000140557","15",92393881,92468728,"ST8SIA2","ortholog_one2one",60.5333
"86","ENSGACG00000010746","st8sia2","XIX",11808618,11816973,"XI",7208264,7218571,"ENSG00000140557","15",92393881,92468728,"ST8SIA2","ortholog_one2one",60.5333
"87","ENSGACG00000010746","st8sia2","XIX",11808618,11816973,"XI",7165451,7172437,"ENSG00000140557","15",92393881,92468728,"ST8SIA2","ortholog_one2one",60.5333
"88","ENSGACG00000010746","st8sia2","XIX",11808618,11816973,"XI",7245930,7251263,"ENSG00000140557","15",92393881,92468728,"ST8SIA2","ortholog_one2one",60.5333
"89","ENSGACG00000010746","st8sia2","XIX",11808618,11816973,"IV",30084233,30089781,"ENSG00000140557","15",92393881,92468728,"ST8SIA2","ortholog_one2one",60.5333
"90","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"IV",30273632,30334459,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"91","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"Y",4783893,4834091,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"92","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"IV",32624217,32628500,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"93","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"XIX",5985859,6109151,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"94","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"XX",882231,885245,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"95","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"II",21638224,21648004,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"96","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"XIX",17522403,17526834,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"97","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"XX",3388413,3392593,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"98","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"IX",4565650,4569954,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"99","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"XI",3760166,3764713,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"100","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"IV",31339604,31341025,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"101","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"IV",33875618,33882176,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"102","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"XI",9597893,9600407,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"103","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"V",10680998,10684424,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"104","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"XII",7255893,7263710,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"105","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"XIII",6481087,6486757,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"106","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"XI",1138253,1146119,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"107","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"XVII",4012386,4021061,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"108","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"XII",8606231,8615612,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"109","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"XIII",3280779,3285723,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"110","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"XIII",3155468,3160171,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"111","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"XIII",467215,472486,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"112","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"XIX",6110198,6125745,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"113","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"XIX",13099695,13116302,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"114","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"II",22708337,22720910,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"115","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"VI",18493968,18504895,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"116","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"VI",18595710,18606712,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"117","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"VIII",5495559,5507464,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"118","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"XV",5666538,5669923,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"119","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"JACDQR010000045.1",7389,10524,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"120","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"V",8281064,8286020,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"121","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"VI",18440104,18444549,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"122","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"IV",33460980,33465635,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"123","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"IV",28033120,28038237,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"124","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"IV",29398418,29404820,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"125","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"XIII",16675923,16684682,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"126","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"Y",3580292,3584011,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"127","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"II",15652771,15657172,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"128","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"XIX",12382769,12386823,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"129","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"II",21698767,21767507,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"130","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"XVI",2379760,2391428,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"131","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"I",29590122,29592896,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"132","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"IV",6415326,6419561,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"133","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"XII",5477270,5481652,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"134","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"IV",33304233,33311458,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"135","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"XIX",7551950,7558501,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"136","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"XI",4644018,4649082,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"137","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"IV",32751735,32758762,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"138","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"VIII",2506673,2518002,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"139","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"IV",13436987,13450454,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"140","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"VII",11686006,11692650,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"141","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"II",13849240,13872156,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"142","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"VII",18023475,18027970,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"143","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"IV",5032770,5037036,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"144","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"XIX",17171128,17181393,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"145","ENSGACG00000009892","tspan18b","XIX",13141605,13170142,"II",40046,51923,"ENSG00000157570","11",44726465,44932423,"TSPAN18","ortholog_one2one",65.7258
"146","ENSGACG00000009705","","XIX",13375891,13378708,"",NA,NA,"ENSG00000165714","12",12357078,12471233,"BORCS5","ortholog_one2one",76.5306
"147","ENSGACG00000009572","lrrk2","XIX",13486659,13508154,"XIII",8769584,8793872,"ENSG00000188906","12",40196744,40369285,"LRRK2","ortholog_one2one",48.793
"148","ENSGACG00000009572","lrrk2","XIX",13486659,13508154,"III",466418,471260,"ENSG00000188906","12",40196744,40369285,"LRRK2","ortholog_one2one",48.793
"149","ENSGACG00000009572","lrrk2","XIX",13486659,13508154,"XIX",14888514,14895751,"ENSG00000188906","12",40196744,40369285,"LRRK2","ortholog_one2one",48.793
"150","ENSGACG00000009572","lrrk2","XIX",13486659,13508154,"VII",23453775,23459906,"ENSG00000188906","12",40196744,40369285,"LRRK2","ortholog_one2one",48.793
"151","ENSGACG00000009572","lrrk2","XIX",13486659,13508154,"I",12950208,12962890,"ENSG00000188906","12",40196744,40369285,"LRRK2","ortholog_one2one",48.793
"152","ENSGACG00000009572","lrrk2","XIX",13486659,13508154,"VI",14531390,14547122,"ENSG00000188906","12",40196744,40369285,"LRRK2","ortholog_one2one",48.793
"153","ENSGACG00000009572","lrrk2","XIX",13486659,13508154,"XIII",455995,465960,"ENSG00000188906","12",40196744,40369285,"LRRK2","ortholog_one2one",48.793
"154","ENSGACG00000009572","lrrk2","XIX",13486659,13508154,"XII",3646699,3656712,"ENSG00000188906","12",40196744,40369285,"LRRK2","ortholog_one2one",48.793
"155","ENSGACG00000009572","lrrk2","XIX",13486659,13508154,"XVII",6076654,6090997,"ENSG00000188906","12",40196744,40369285,"LRRK2","ortholog_one2one",48.793
"156","ENSGACG00000009572","lrrk2","XIX",13486659,13508154,"XV",12431508,12443210,"ENSG00000188906","12",40196744,40369285,"LRRK2","ortholog_one2one",48.793
"157","ENSGACG00000009572","lrrk2","XIX",13486659,13508154,"III",9179229,9185985,"ENSG00000188906","12",40196744,40369285,"LRRK2","ortholog_one2one",48.793
"158","ENSGACG00000009572","lrrk2","XIX",13486659,13508154,"I",20026557,20054260,"ENSG00000188906","12",40196744,40369285,"LRRK2","ortholog_one2one",48.793
"159","ENSGACG00000009572","lrrk2","XIX",13486659,13508154,"VII",18683539,18704365,"ENSG00000188906","12",40196744,40369285,"LRRK2","ortholog_one2one",48.793
